,Neurons,Astrocytes,Oligodendrocytes,Microglia,Endothelia
ENSG00000205250,4.91536871,7.444938637,5.18451211,7.43601024,4.443232654
ENSG00000133740,1.082311206,1.34128807,2.434003842,0.954113295,2.451997515
ENSG00000169016,2.548109149,2.081788047,4.319165322,3.115118014,3.253348627
ENSG00000144597,15.83145592,6.625846661,13.38653381,14.43443326,7.282645706
ENSG00000145088,5.410526141,21.83019175,2.992775055,18.14400584,3.489397278
ENSG00000129518,32.37469321,19.48652795,27.1655198,28.72050163,29.55398877
ENSG00000103356,2.000369978,2.067198738,2.218024805,2.015500031,0.945927485
ENSG00000147654,9.950377735,9.383011997,11.44691851,8.762410971,11.73110793
ENSG00000117395,11.1080593,7.109979566,9.736634357,5.00009343,10.02830741
ENSG00000147155,17.74753039,6.323319208,10.62499468,4.589590586,6.816301244
ENSG00000123179,8.401712441,10.42113718,4.786425365,4.104111407,5.706490632
ENSG00000122882,13.65835894,14.157046,14.68046075,17.76314053,11.3756716
ENSG00000117298,2.522877855,7.380181638,3.125249347,1.689276513,19.69114937
ENSG00000104823,15.28549549,20.17313485,21.93014305,6.439694805,28.95285428
ENSG00000093144,8.862346052,9.209244088,16.95828541,13.51917266,4.0713749
ENSG00000121310,2.152811633,21.9775672,1.842008419,4.676527227,7.60306871
ENSG00000127884,26.73218982,34.09632488,29.04861922,18.83020859,26.44136993
ENSG00000198721,5.462274261,17.49625304,9.982498011,11.41786461,21.10637221
ENSG00000143369,4.526583171,1.913820728,1.386810629,1.900805087,17.48950846
ENSG00000106823,1.043779267,2.136277731,1.187694478,1.818037764,21.02497564
ENSG00000114346,0.953506285,1.922908758,2.573585969,2.181747295,4.772919446
ENSG00000179151,3.113192177,7.127892203,5.802708696,9.710010272,4.849671582
ENSG00000134109,3.747475653,3.854509268,4.529641671,26.50582047,3.644441486
ENSG00000088298,1.762369434,2.851834594,3.881937834,4.837104915,7.797088525
ENSG00000116406,8.020346947,10.40453958,6.649912996,7.560177244,4.664128765
ENSG00000107223,70.37221989,61.95526112,70.16558026,59.87158244,107.8644391
ENSG00000164176,36.81042564,10.8494391,255.4054249,20.33646694,24.92440361
ENSG00000151617,1.293405543,0.652712943,0.50819168,0.584458536,19.81665194
ENSG00000136160,3.375140506,102.9634814,4.96134597,3.118217599,6.28696758
ENSG00000102189,11.03486738,9.533963559,13.64298825,16.4097559,13.66050961
ENSG00000074266,4.581213848,5.089701497,3.909633959,10.38492232,4.189760436
ENSG00000156508,47.12272586,52.19091783,122.3585037,116.126635,136.0592788
ENSG00000114942,15.94750372,11.56916014,23.22140331,31.70981201,32.53381759
ENSG00000104529,2.489295467,8.511692014,7.17823521,10.08617509,16.84535099
ENSG00000167658,17.59397959,19.07398285,26.55022551,30.12716236,41.21665727
ENSG00000103319,3.206252787,10.21211482,2.018759445,4.186426025,5.038958423
ENSG00000122547,4.215313305,6.703251164,10.82832084,17.42634875,12.33640388
ENSG00000203666,3.896209449,7.104018908,6.976331654,3.51944636,5.525713145
ENSG00000186976,3.358018942,3.072611944,1.392494374,2.129480657,2.967342264
ENSG00000203965,13.5495369,5.59184032,6.256002935,3.277390824,2.891450867
ENSG00000115380,2.208456714,73.76540258,1.328272563,1.837331552,3.834277774
ENSG00000172638,0.56862018,7.305232955,1.114181616,3.910573746,5.340900546
ENSG00000096093,7.144534156,13.98082362,5.846973183,10.76081895,12.80092491
ENSG00000183690,1.211771793,11.03041483,1.468249329,1.307551986,0.699824191
ENSG00000115468,3.04534242,28.75747241,56.4878562,5.210820742,39.56562398
ENSG00000142634,15.92095476,5.5342996,5.333378817,19.84822403,23.61819768
ENSG00000169242,1.302827741,9.242734461,30.07739318,1.36265798,38.85555139
ENSG00000184349,45.92322224,45.76628606,14.43122402,21.44168319,7.204461876
ENSG00000125266,10.93538847,15.187889,6.337522831,7.323017642,20.49767095
ENSG00000108947,10.54561804,1.662303999,1.703589268,1.909397651,2.59446434
ENSG00000132294,31.32990049,27.95734005,11.56642277,12.32843293,15.67665358
ENSG00000084710,19.98121123,39.68951024,7.102705033,8.391919109,21.79617638
ENSG00000100842,0.310280102,10.0737032,20.97374213,1.340259978,10.50469944
ENSG00000140598,2.951289221,3.646769201,6.271619061,7.387165105,8.010445742
ENSG00000108883,3.350395407,3.201863736,3.991387433,7.517869075,6.623930321
ENSG00000198759,2.400142346,0.288131584,0.33858343,1.222800984,0.938215928
ENSG00000146648,3.145131244,14.05040601,1.14514565,0.931305089,11.544485
ENSG00000135766,7.570932073,9.155021432,10.35116129,9.187652814,10.48835456
ENSG00000129521,2.597915894,19.55419326,11.69133288,5.494170902,1.94550984
ENSG00000120738,86.77462913,63.74895521,131.4684818,240.3772061,383.4749386
ENSG00000122877,2.226521752,1.697876635,7.585970801,114.9342085,6.826843972
ENSG00000179388,5.923153932,1.522265728,3.62830383,28.67541878,5.848381312
ENSG00000115504,28.11715904,28.8796231,13.87286661,11.19528166,19.62093627
ENSG00000024422,0.904978017,3.09631168,0.854186663,1.87625024,22.53864531
ENSG00000013016,8.068999783,1.810118143,6.327182422,2.235167292,5.071081642
ENSG00000113790,0.945886906,6.017311108,1.157054777,1.938365762,0.890530683
ENSG00000181090,2.699972121,9.393222173,4.481362664,6.413603732,4.616752566
ENSG00000149547,16.45528526,9.23236316,13.79759235,12.14446523,19.77337536
ENSG00000255302,125.5370243,70.22649783,111.8596774,61.52292594,60.49560809
ENSG00000176396,5.83501409,2.740353694,3.591389432,5.44289262,2.402041878
ENSG00000176401,6.730914606,2.542645513,3.675490063,4.716148711,3.66048272
ENSG00000173812,111.1342277,95.8179153,142.0906824,169.9770938,282.1999485
ENSG00000175376,4.762835762,3.376323092,7.053526941,4.823890208,7.197973185
ENSG00000173674,25.23659401,13.31447128,24.03234459,18.94064088,17.92541086
ENSG00000198692,4.172314552,4.352954566,5.102801649,4.227277297,5.562615067
ENSG00000114784,96.09702299,37.22176856,67.20237052,56.1611425,75.24402634
ENSG00000144895,11.30696869,11.66961317,12.22512249,15.8821586,22.17138174
ENSG00000086232,9.281008323,11.19676767,9.399859956,12.77032817,9.743495896
ENSG00000055332,6.933727352,7.971468688,4.972368424,8.655063488,16.06583975
ENSG00000172071,5.522799434,3.55059495,6.493112194,14.18759546,6.30999288
ENSG00000128829,5.317653093,5.065782044,3.743257862,6.716776693,5.389419009
ENSG00000111361,10.77672288,9.592469624,11.32823709,10.31294984,11.05035848
ENSG00000119718,6.709608052,11.39701499,7.821849535,6.99935894,4.354440673
ENSG00000070785,18.96707846,13.95003253,16.72331984,28.65889782,13.05466066
ENSG00000115211,5.45303992,10.49437625,7.727530894,5.624583734,8.798113445
ENSG00000145191,11.98916123,11.84583174,9.155067138,11.43455328,8.256930471
ENSG00000134001,13.90860653,10.57460435,15.3481612,10.56732757,19.04451811
ENSG00000125977,14.05852163,14.9976183,23.43429986,24.56389466,21.28519725
ENSG00000130741,21.23959909,39.04902833,22.07751585,46.03883826,26.22818146
ENSG00000107581,16.88983807,16.73288217,18.20485589,27.37528616,20.27517036
ENSG00000106263,2.880161463,5.335423807,4.043424706,4.533693244,2.905846387
ENSG00000100353,7.911476287,12.23634077,6.206321834,15.17245275,17.66127027
ENSG00000104408,13.75878235,21.26170208,22.47969875,25.33362601,24.57217017
ENSG00000175390,2.607673082,3.094420652,5.25224561,8.047174678,6.410377341
ENSG00000130811,3.431897992,4.744532828,6.680022131,13.27409284,12.25101534
ENSG00000147677,22.0786694,19.29925202,23.36219523,31.38516483,33.6551248
ENSG00000084623,28.19921485,27.6292149,31.86705604,25.00680517,61.23064095
ENSG00000104131,13.23362179,15.04931339,20.62636377,19.21505521,17.0641775
ENSG00000178982,26.08467399,32.5639372,24.43813182,29.82679888,31.95983311
ENSG00000100129,22.26435605,10.8922325,18.84062598,38.04470422,22.12840892
ENSG00000149100,18.66013978,13.67726786,17.25496088,27.92716808,17.81642935
ENSG00000156976,315.3708463,62.66734027,90.55825736,98.91432838,121.605448
ENSG00000141543,5.834686911,9.939169475,9.777887056,38.15615712,13.7265508
ENSG00000063046,13.47589941,9.785848829,18.81645469,21.24314617,24.31308352
ENSG00000151247,7.390258908,4.262199843,7.294479114,29.00926558,6.112645588
ENSG00000135930,3.906686359,3.430193975,4.959265783,4.787886068,5.704029236
ENSG00000163412,5.947887121,1.949328737,4.40062834,1.795714204,2.927394746
ENSG00000148730,6.459884368,23.9236737,5.502500756,8.1316116,21.57218071
ENSG00000184708,6.292582965,6.792153715,5.598655863,7.334846005,8.737101277
ENSG00000110321,51.30044285,43.029978,42.78940874,75.31980886,90.08663859
ENSG00000075151,52.3317303,35.02216663,44.02917379,57.62847601,39.88295719
ENSG00000100664,21.42559701,35.22480349,34.24152858,55.19487037,41.08484657
ENSG00000132507,12.74107897,7.817436123,10.61389607,10.79538656,32.05709976
ENSG00000163577,3.927753754,3.144534417,4.061179423,1.481836335,6.605289422
ENSG00000158417,15.42451237,13.21080287,19.95309432,17.70260418,20.19638007
ENSG00000006744,2.710284853,3.31110574,3.130747224,2.822511373,4.82926806
ENSG00000066044,10.50323723,14.17527768,11.00679726,14.24018034,14.49784204
ENSG00000107105,39.02802268,5.273887506,9.947838209,12.09933437,5.584764821
ENSG00000196361,13.69265687,6.360959809,17.25535427,6.692246879,5.152958528
ENSG00000162374,30.01556585,3.527916541,6.124086935,16.21267889,3.45843519
ENSG00000120690,1.653469254,9.699788447,21.7598952,89.65618236,44.04304181
ENSG00000109381,8.550915199,12.71157349,23.01648446,20.8503152,18.28631468
ENSG00000126767,2.512100497,1.516989508,1.571796985,2.554061303,2.459654376
ENSG00000111145,0.900062368,1.586778991,1.627965803,19.70843832,10.36360978
ENSG00000158711,2.467280668,3.084136902,8.259783948,8.47002835,11.71114068
ENSG00000118985,15.6056435,11.83642995,42.00749746,81.44255744,44.07820787
ENSG00000155849,14.15601986,5.544954927,68.24049284,75.99696274,17.61879777
ENSG00000062598,6.708369431,21.38608585,11.72543746,8.197178201,8.471501304
ENSG00000110675,27.52752052,5.08928675,6.391653379,6.044033285,4.300931813
ENSG00000179387,2.566937852,3.723416006,3.873604393,2.562551431,3.286873616
ENSG00000130165,6.251298769,5.056757862,5.89709794,8.717324565,5.894335798
ENSG00000066322,2.357046339,9.122253175,52.18290849,10.47075769,48.13493018
ENSG00000197977,3.374681942,50.66119752,2.936470789,2.387499032,2.183292758
ENSG00000118402,23.54352888,4.596740329,7.421511851,4.696412442,2.717404511
ENSG00000012660,8.511082016,68.77498141,55.22234851,28.13502331,28.96740347
ENSG00000170522,7.421645514,7.023592493,7.198096415,3.974779776,2.470029818
ENSG00000164181,3.025728137,1.497708968,11.69773695,1.475875175,82.59791069
ENSG00000134759,15.2308957,9.182773983,13.63122451,12.9560099,9.296955842
ENSG00000134014,7.2188513,8.529287708,8.621550966,9.999029547,6.00006335
ENSG00000109911,21.6291425,59.10031787,29.07111825,23.75805204,38.57330269
ENSG00000170571,3.492409321,0.563491324,1.391953387,30.70566468,1.05505261
ENSG00000164035,0.50544101,0.633372964,0.489049695,1.104358674,48.85040327
ENSG00000102119,5.724637337,5.901848754,4.828270729,6.504636205,10.47202792
ENSG00000186998,1.127542376,16.34696232,0.913956936,4.533219589,1.383407427
ENSG00000066629,3.144701318,1.572780984,3.435337734,7.463928043,9.941244255
ENSG00000143924,6.978264704,10.31447009,5.904899823,42.61178888,17.42970325
ENSG00000165521,6.934883556,3.405690837,3.837217499,3.70674279,1.547280019
ENSG00000214595,14.94061509,7.006541635,3.607137232,6.742207086,2.538657009
ENSG00000213853,0.278576998,3.680696296,0.563928267,1.134493571,34.54529808
ENSG00000142227,0.870135066,5.618359742,1.499023555,12.0640495,30.10009153
ENSG00000170370,0.447474529,58.3320189,0.853136917,1.643914392,3.402184556
ENSG00000154380,10.78568771,9.799621413,15.17618735,6.00693252,9.429413676
ENSG00000171617,97.99154449,15.55056307,20.91181181,37.48505633,24.28397464
ENSG00000106991,0.4785215,1.241146544,1.017093142,17.39265274,76.83033592
ENSG00000168913,12.93441309,84.36009978,6.092428375,12.84177917,13.8955227
ENSG00000151023,2.232968862,8.476159763,1.129034775,1.142775561,0.971640265
ENSG00000074800,46.01288533,129.0033048,27.964141,26.76058389,30.83256462
ENSG00000145293,32.01223172,20.57702347,51.68700897,16.47398853,18.45443676
ENSG00000132199,0.906197904,6.38982024,16.99767056,5.838236439,10.69083378
ENSG00000120658,76.06237181,43.75694172,88.98418044,27.99368103,14.44950278
ENSG00000165675,3.335791976,4.458979853,19.868782,9.363511931,4.475518457
ENSG00000197594,0.847006186,0.425586315,0.777251094,12.42752405,1.469435043
ENSG00000136960,4.129359102,3.62580098,192.8465712,6.034872305,16.7495699
ENSG00000001561,12.05723014,12.176831,46.57990333,9.373609547,7.096694984
ENSG00000112796,14.33223855,12.45116068,4.817251011,6.805214061,2.156307795
ENSG00000164303,0.81498419,0.847047777,9.450024945,1.382042496,4.116458037
ENSG00000143420,28.36205771,20.1933594,20.53303047,29.59425746,36.90631287
ENSG00000138185,1.733111964,11.6859762,3.434365056,29.26365789,8.145767365
ENSG00000168032,29.63834675,3.192153384,3.490025515,1.381937136,1.933632539
ENSG00000197217,7.381621299,2.456917712,4.604508996,15.54406606,6.908379089
ENSG00000187097,0.876011422,2.128107732,2.251341709,2.477545843,2.123244871
ENSG00000197586,9.820882292,9.998331269,6.529368354,9.640609183,3.216205882
ENSG00000120533,13.52660239,8.146596478,11.61548158,13.5068973,11.62449998
ENSG00000100393,9.839744237,11.79177562,12.30118409,19.32455214,12.34109626
ENSG00000183495,5.330732759,7.520138906,4.636422753,6.865563708,10.66714927
ENSG00000116016,0.748784482,10.35488086,1.036527811,1.374154735,162.7087487
ENSG00000088367,19.28521691,8.549414482,14.35416202,6.144503584,8.369496971
ENSG00000079819,24.0814618,28.55052708,33.74144494,126.4242146,21.36447367
ENSG00000082397,22.18828417,3.569621091,20.81380251,24.56093095,10.21780783
ENSG00000129595,4.711148523,5.198471576,10.47377223,4.18156807,17.69846486
ENSG00000095203,12.10974982,1.399968495,2.835156846,2.532873938,2.149258514
ENSG00000115109,7.729744125,9.892650665,3.682891028,4.825439788,5.492471808
ENSG00000120616,10.41668726,15.55574581,13.58709032,15.73358756,18.57599431
ENSG00000135999,10.70407908,8.847701661,9.210286522,12.88666122,10.6753945
ENSG00000086289,25.85307122,8.834185411,7.381295193,5.264500981,9.051033119
ENSG00000152223,3.921623303,3.534300634,3.621520758,5.168586032,4.681479332
ENSG00000044524,12.00036562,1.45537076,3.244224937,4.871250305,21.05745452
ENSG00000116106,37.03306608,15.80121086,7.317618088,10.00318294,28.48549196
ENSG00000145242,15.51243036,2.625402473,4.149228581,5.352025762,4.362711693
ENSG00000080224,38.82602527,20.4866079,12.22359776,16.07173205,4.030701532
ENSG00000135333,10.59401876,1.28709693,2.017452653,3.094265583,1.920013633
ENSG00000154928,5.353722521,27.54276865,4.074739399,5.087972214,1.142440717
ENSG00000143819,1.507664692,47.0128659,9.542248636,6.204906085,22.01897848
ENSG00000120915,1.539150594,12.62649446,2.21803092,0.847328234,7.257311814
ENSG00000172031,13.71787439,2.331794213,3.63454811,4.610039587,9.689624266
ENSG00000112425,3.644332156,11.58770576,7.646808165,4.076962593,4.906096416
ENSG00000178567,21.1695687,15.04119366,14.24180368,9.735235111,8.208907866
ENSG00000072134,4.997623125,11.06493561,23.13367478,7.700291633,14.14844712
ENSG00000187266,1.31852608,14.92677085,1.40282916,12.30563729,8.777903898
ENSG00000136628,23.50786906,26.53712017,21.70961929,12.95868871,12.64571921
ENSG00000085832,26.42654884,39.44402695,42.35359749,24.5286553,23.06533286
ENSG00000127527,5.40870956,10.85268452,5.053970178,7.235847441,4.700006324
ENSG00000151491,5.234019282,19.58715651,9.709089225,23.62803581,77.63138949
ENSG00000133106,0.282623205,0.468599743,0.660795733,15.23639099,18.47121952
ENSG00000138018,8.905982756,5.623064818,7.874520323,6.339362669,5.169168776
ENSG00000132591,12.53313626,16.33841083,10.09526319,4.959279176,7.928662815
ENSG00000164307,3.713780408,4.086167032,4.454691233,9.020474738,4.947264988
ENSG00000164308,0.390215808,1.213988228,1.727358655,5.389091172,7.318201574
ENSG00000141736,0.172690485,2.386584972,0.308841942,0.835926671,1.904284168
ENSG00000112851,9.22823731,35.51684323,81.51750149,18.93127461,21.52241638
ENSG00000065361,0.684683111,1.11946727,32.00342419,2.696495011,3.125168289
ENSG00000178568,101.4824402,96.83805669,66.33867807,13.67735867,10.65189047
ENSG00000082805,16.78703303,11.4358949,9.271519415,13.82832341,21.78196841
ENSG00000187672,62.31135618,11.80254631,20.18974357,25.02783365,14.97274769
ENSG00000157554,0.562096034,0.373915653,0.330853175,1.094241465,39.16340876
ENSG00000113719,2.030101814,2.391113022,2.2561002,4.058507941,5.870699165
ENSG00000087502,13.86355934,12.2748877,21.2413645,22.28271417,14.42100542
ENSG00000125991,10.48206778,17.35435568,18.24926637,14.72702423,28.11938097
ENSG00000100632,33.54801951,23.13258693,27.9127015,21.47290965,37.60577717
ENSG00000104626,1.928543004,6.030324026,3.553443147,3.066039247,3.621070373
ENSG00000196678,3.105055947,7.86363962,4.962278907,5.440905426,2.54800546
ENSG00000117419,17.97170717,31.37646623,20.08121736,14.09237163,22.01403102
ENSG00000104714,3.124782674,3.37927848,4.076883023,8.929169681,6.51803099
ENSG00000068912,34.5926213,36.73244242,28.43267019,12.10911105,34.2241669
ENSG00000107566,3.125060437,3.986390933,4.107401981,5.305552611,4.684824413
ENSG00000147475,1.069622446,8.639331948,3.033099051,4.495422879,2.832214573
ENSG00000164010,1.318004744,6.648831407,4.635313928,18.04337703,4.764615954
ENSG00000136541,2.100005387,8.019882939,275.042497,12.5140077,17.73141145
ENSG00000099219,4.907085195,4.453350872,15.37885753,4.879616404,8.153054249
ENSG00000089248,15.04853286,14.35013569,15.72864752,18.46403172,18.30474023
ENSG00000023318,17.98043653,14.417535,14.71428835,27.83906767,34.58895556
ENSG00000116285,7.856182587,12.38346022,11.02825572,4.016189966,19.76668268
ENSG00000141446,13.98919279,8.856615819,10.52580072,35.10060775,5.192277448
ENSG00000139684,33.02414596,39.19873323,27.91264049,25.82826086,47.33249837
ENSG00000089048,27.71034202,26.51548411,26.42202703,28.98243797,21.59002883
ENSG00000196482,13.52755744,22.90573214,9.170891186,8.336182369,3.597648958
ENSG00000139641,3.392099044,4.883427716,2.153154947,8.943348179,13.00261
ENSG00000117868,15.8847146,12.49414465,9.88265863,10.79475599,103.5771985
ENSG00000158220,1.544828104,1.153180485,0.403895388,0.571149417,1.051338761
ENSG00000143971,1.942071373,5.862155519,3.534820824,9.199225031,2.94626783
ENSG00000120705,10.61961914,8.198336067,12.09647426,57.61035144,26.90672648
ENSG00000140374,8.826520713,22.87303888,12.56949693,17.20256372,14.15826654
ENSG00000105379,1.881812863,7.482400788,8.586845303,2.705751035,14.9098483
ENSG00000171503,15.53276279,24.70654382,11.6574441,5.259408809,6.902938688
ENSG00000105755,4.337548646,6.114388449,3.615300552,4.892390087,7.942197989
ENSG00000139163,27.31392908,22.36374037,27.90203058,37.11929312,16.67091453
ENSG00000143845,0.99374059,1.373993595,0.48495308,1.236668504,2.821655384
ENSG00000134954,1.45258164,1.042205153,1.801053752,2.235483906,39.56236377
ENSG00000157557,10.55734744,2.313323892,3.912485564,59.70281562,53.30750558
ENSG00000006468,5.334137678,11.13559392,4.302849491,3.969735093,4.840128623
ENSG00000117036,2.331572616,1.444962286,1.948430075,8.603332018,4.000728022
ENSG00000244405,13.9111761,16.2406534,13.90131511,33.39273165,8.767768931
ENSG00000139083,7.011839817,13.81095198,6.729292235,43.36446302,20.55329903
ENSG00000067208,14.75430128,15.46009915,19.6839681,18.78107935,10.89006635
ENSG00000196405,18.51434699,9.630814669,11.03508335,29.90839652,12.10630133
ENSG00000182944,12.64581766,19.98747748,13.81408518,16.86645943,12.78713417
ENSG00000081177,7.952149897,12.08036082,9.638327634,3.926842086,3.528841855
ENSG00000090989,23.0339565,34.28597792,27.05282124,21.87413799,17.72521398
ENSG00000112685,11.59879397,8.877203846,14.20950491,11.26135775,19.563105
ENSG00000180104,3.162011088,4.940269146,3.432550655,5.869333318,5.699523922
ENSG00000131558,22.05236544,22.39302838,21.02565918,28.20610647,25.92682492
ENSG00000070367,7.844106738,6.741254939,10.92350158,6.713379077,8.952595532
ENSG00000138190,19.94653383,8.761647506,12.22608196,23.49581344,26.87979355
ENSG00000144036,20.58019686,20.34656233,45.03485119,17.91272423,28.31295598
ENSG00000182473,5.020291337,7.273689524,6.245560452,4.417665295,6.754644266
ENSG00000116903,3.115658004,2.546549354,5.694020387,4.487110136,4.507151007
ENSG00000157036,7.067551775,6.695787405,8.532448326,6.692792392,4.74322889
ENSG00000171311,7.27755355,6.653694676,7.974770446,9.148978978,7.372624834
ENSG00000171824,15.74371439,20.88691793,12.1439152,9.586383341,20.2208606
ENSG00000130713,3.51432712,2.806571456,3.524252474,7.070242252,2.83545627
ENSG00000223496,17.35012119,9.55207419,13.69025862,10.39097901,11.21062433
ENSG00000075914,5.390421572,4.768538261,5.985279341,7.055235738,20.06073796
ENSG00000120699,6.289158966,12.18117004,16.73755808,13.56720732,22.5443435
ENSG00000123737,6.881473776,3.674466881,6.343086008,9.026852271,8.57392615
ENSG00000110723,1.917269903,0.643112252,0.856589726,5.24123389,7.561917069
ENSG00000182197,20.53395325,15.04290596,11.88955163,15.88729058,11.33737272
ENSG00000151348,8.843108393,10.59063759,6.900653181,10.98883647,7.495193744
ENSG00000162694,15.80462428,12.77272699,8.760409088,5.317360721,5.929991477
ENSG00000012232,2.680084844,2.315002514,2.674844215,3.377227517,2.362690578
ENSG00000104313,1.551251413,20.51206195,0.825585836,0.670193479,8.134682735
ENSG00000158161,11.84527762,10.43484713,9.594462725,11.43200933,8.19456979
ENSG00000112319,3.964091229,0.793556485,3.161022921,1.235259061,0.893105305
ENSG00000108799,10.14876181,19.83936118,17.71583513,14.81213504,9.743085828
ENSG00000092820,3.073178301,136.353439,3.858560158,36.56508542,26.80706286
ENSG00000124491,0.930094419,0.84355201,1.039418548,7.693051213,9.632994171
ENSG00000117525,4.08182384,290.7822938,2.975841937,2.873721971,68.34726264
ENSG00000185010,1.011560125,3.393122206,1.346188391,3.121879013,0.973513037
ENSG00000197932,4.101529675,2.149728212,5.939647171,6.888502315,5.1663993
ENSG00000103089,0.537613571,1.921685391,67.42220344,3.035474761,1.777673602
ENSG00000165591,12.77119811,5.534701948,5.995043092,4.504918656,10.91850856
ENSG00000121769,63.88604553,10.85923351,30.56712702,18.1911315,14.01075742
ENSG00000164687,9.575076828,14.61131174,6.000548406,8.812526284,6.299208821
ENSG00000170231,4.1182976,1.930661143,2.112006344,4.788703236,2.596057847
ENSG00000164434,9.38141081,38.29547997,17.62444477,4.351644404,5.01271129
ENSG00000149485,3.89714858,18.16028921,19.08690379,9.187801721,5.836208422
ENSG00000134824,1.019755399,15.50003985,2.578670775,2.502631468,2.934939469
ENSG00000185104,27.41789883,31.08895671,41.45703639,31.45315561,27.57459967
ENSG00000113194,10.4787253,13.28663157,8.49411106,8.176067888,11.77060145
ENSG00000103876,1.268664938,5.117586192,0.54127232,2.78664884,2.784850289
ENSG00000180185,5.931749078,3.677352097,4.276452318,7.335596497,3.166023153
ENSG00000115042,4.828629819,6.334323608,5.396031457,4.868492222,5.527255179
ENSG00000144199,10.43499313,10.6334064,8.279746261,3.391292407,1.882005921
ENSG00000158234,3.101948626,5.121839758,6.951608736,5.989635248,5.343514573
ENSG00000135472,41.64454326,17.03706552,30.24029092,17.74223426,13.82192507
ENSG00000167106,2.297315934,6.83862553,16.53356779,4.510256286,4.199024917
ENSG00000162636,6.799401607,0.953515527,1.719533598,17.51416507,3.254329811
ENSG00000133193,17.06214132,7.375853197,6.440731776,7.826935799,8.393061902
ENSG00000182518,6.677707329,7.543658838,9.945185502,8.58467336,6.179254674
ENSG00000145569,1.231814069,0.42163131,0.960636307,60.19183781,6.190151436
ENSG00000168309,25.19342167,146.5116442,7.249390887,4.016437231,69.94840391
ENSG00000065809,1.72783317,2.598409158,75.44701032,11.18566709,7.898179487
ENSG00000169122,27.36839932,11.06406717,6.504503067,13.75755747,7.557106131
ENSG00000197712,0.530221209,3.048176472,10.06351494,16.78346538,11.30953438
ENSG00000055147,2.349864829,3.305441115,3.412541849,4.370395712,6.633948714
ENSG00000138439,10.40286318,3.774787241,4.785850665,4.615766011,15.71343776
ENSG00000100376,4.370747494,4.872903001,3.500170348,32.32996963,12.84179923
ENSG00000197798,4.319453847,14.67231804,5.186773253,6.61317962,5.756592294
ENSG00000048828,10.3328731,16.4386553,12.5613949,23.54304743,13.95591324
ENSG00000188938,9.598043058,17.17107289,8.693791535,11.15130444,18.00822044
ENSG00000112584,12.47894755,15.26972308,15.15000065,13.05981822,16.82660478
ENSG00000184083,2.658827441,5.589653121,6.604558427,5.180484932,1.944930902
ENSG00000156504,7.243303677,3.741143207,11.6256633,13.06553547,5.640629643
ENSG00000150510,1.501112857,2.988165521,28.68248841,3.723823041,3.402580803
ENSG00000122591,2.246875216,3.361276963,20.05404767,8.852878532,8.264913532
ENSG00000155744,11.99673307,6.341730395,5.756095315,8.890453976,7.183732927
ENSG00000134590,69.19845224,57.3357421,57.5532762,38.79744035,83.25573298
ENSG00000203950,20.8815845,22.53925278,35.35172822,29.09824696,27.50360721
ENSG00000135842,0.334791673,0.575249456,0.632555018,5.348908249,3.860670932
ENSG00000159784,3.902615403,1.158904037,6.365859253,3.755683058,1.90832206
ENSG00000179083,5.906203879,1.415094012,2.52957447,2.385021734,1.684971266
ENSG00000234545,8.079600879,11.26045221,15.10307543,17.34024526,10.1828073
ENSG00000144567,15.68417957,9.830320611,9.356316558,7.471823472,12.81109385
ENSG00000154153,21.8547909,5.150186368,51.58171168,8.779255973,6.633138592
ENSG00000141699,6.574672435,7.47221383,5.290329965,7.650556593,9.926823757
ENSG00000082269,11.24948394,9.349354249,9.837374552,29.46126956,9.148543274
ENSG00000147724,7.066563845,3.650242111,1.901064494,2.590212343,1.161124667
ENSG00000035141,8.095619955,7.548815726,5.560019282,8.436703289,5.926912433
ENSG00000138640,6.862104683,6.758895247,2.879185359,12.73538562,9.105760709
ENSG00000031003,22.24591,14.37292858,26.6189352,21.17769029,14.46754832
ENSG00000148541,8.491939781,6.492593585,34.73677082,3.654215435,12.01682911
ENSG00000109794,3.293257869,5.033198428,1.681738054,30.67384391,5.464494594
ENSG00000138286,3.150210162,5.149732925,7.027072028,3.367897729,4.141257373
ENSG00000204442,550.9941496,209.2880601,148.605534,171.2954085,125.9985286
ENSG00000051009,4.237155406,8.578361894,3.681806131,5.081783669,5.280134358
ENSG00000151553,7.950697878,7.491118285,6.255664375,8.29936164,12.19700735
ENSG00000170264,5.667556411,8.50426417,5.995351385,1.172771063,2.809192788
ENSG00000156050,2.905972479,2.020765491,2.215304191,1.124172676,1.934168845
ENSG00000114023,20.792881,20.81442134,14.84559773,13.51818146,17.13546601
ENSG00000183807,6.625025127,0.857081841,2.504810532,0.845809109,22.09629198
ENSG00000054965,13.39850824,19.31218612,14.25725409,16.4725549,6.58706355
ENSG00000152102,17.53085149,10.34376836,12.68870385,13.19720537,12.22134654
ENSG00000198780,19.92313746,8.46025925,8.586777435,7.127490676,5.467917591
ENSG00000148468,27.76493857,66.3980082,38.25996605,11.79892179,21.52281672
ENSG00000144369,39.93333832,120.8612486,18.90516717,10.00062135,11.50569552
ENSG00000113391,39.66515991,35.23004397,35.54266452,50.43367407,30.61980807
ENSG00000150756,13.76862559,15.48585393,13.3833164,6.924548875,6.933383325
ENSG00000174132,28.66125478,14.22967477,24.86030617,7.98319146,32.06092482
ENSG00000185442,4.295193971,3.202085783,5.202721538,3.990307416,5.439589486
