,Neurons,Astrocytes,Oligodendrocytes,Microglia,Endothelia
ENSG00000162695,7.497123504,8.937019553,8.775723675,10.04729162,13.22835634
ENSG00000014824,21.41298248,18.46439387,13.90316032,23.04360372,13.08785738
ENSG00000136868,3.01694626,4.659550923,3.133929695,9.677126874,19.63827971
ENSG00000136867,1.98768139,3.598723523,110.1536769,24.18792388,9.425039109
ENSG00000101438,5.846716519,0.483607971,0.735627136,2.436669507,0.862419885
ENSG00000169359,2.779671141,3.873139387,3.274270948,7.472279829,2.135482352
ENSG00000164414,69.77049838,11.57416143,25.60833913,13.16866218,27.07240061
ENSG00000102100,2.8132182,2.252630923,2.534909006,3.520906515,3.563698401
ENSG00000117620,3.272634057,2.137008598,4.943212151,8.529544519,5.259976492
ENSG00000176087,1.736784247,4.1162625,5.744029249,7.896368076,9.366421175
ENSG00000138459,7.173781904,10.55518116,18.53448627,3.480791624,35.24650713
ENSG00000121073,10.22627081,9.342017441,10.98074984,6.996170398,7.164232371
ENSG00000157593,2.764372864,11.57591684,15.22702905,8.91607905,15.61937546
ENSG00000124786,7.72380789,16.70897009,25.37609252,9.97327022,9.973079806
ENSG00000205060,11.16283241,5.646349349,7.555409066,3.835467588,3.683048811
ENSG00000080189,4.026898865,12.8838663,4.092818421,7.738091969,3.030397846
ENSG00000116704,2.90660071,5.000277984,5.345184167,3.883025228,5.80010358
ENSG00000130958,0.797882794,9.978463395,37.35304429,13.26128651,13.07306934
ENSG00000215790,7.128033816,7.187004772,6.76623592,9.620541341,5.865386475
ENSG00000175782,5.147876108,4.767694068,8.121188723,5.413211712,2.479912723
ENSG00000196376,68.14229211,80.01433135,25.78146927,25.96756884,13.07236295
ENSG00000110660,5.802014666,1.203762779,1.381046302,3.164509167,8.999718516
ENSG00000183780,47.62138107,9.150618534,16.82605103,14.4467441,5.552093138
ENSG00000151812,6.233715884,1.043251052,1.375484791,1.079637657,1.136887961
ENSG00000115084,5.037142243,9.391360102,8.151444627,8.648954532,9.569692059
ENSG00000123643,3.666210833,1.432516635,3.060747364,2.306987357,1.689440932
ENSG00000180773,5.606717215,3.620622739,6.471024201,6.429247344,5.282588213
ENSG00000157800,6.742657697,2.850479253,3.697251913,5.291534497,4.434672076
ENSG00000111371,25.94365595,8.080012767,14.22604082,6.29580483,3.296982879
ENSG00000169507,4.806393838,0.71039421,0.890674081,2.121246937,38.05399598
ENSG00000134294,25.83664008,14.84576871,85.91128243,47.92384074,83.13989349
ENSG00000139974,13.54086502,8.776501887,6.301494184,5.673872897,9.00344867
ENSG00000177058,4.777025548,3.765312584,10.32978116,11.11166379,3.410224424
ENSG00000143570,1.060966257,5.431048712,5.654385426,11.47749023,11.11800974
ENSG00000196950,53.64426826,13.88278136,14.69507658,59.48731056,228.7696388
ENSG00000133195,11.61070322,50.11470142,28.60228975,21.742676,6.279120719
ENSG00000104635,4.109542291,6.990067288,1.747316536,3.090350801,2.478184566
ENSG00000141424,20.90279012,11.30451728,27.74313727,12.77306637,7.739924014
ENSG00000138821,0.834232923,2.623646387,0.876159153,3.795372044,29.50219615
ENSG00000029364,9.679872585,12.53796438,10.06504739,7.631320579,9.255141289
ENSG00000168003,6.95850738,67.9231402,4.739081298,9.345732264,35.91351754
ENSG00000133065,2.909752229,12.54312908,4.934059394,3.562810387,15.81349153
ENSG00000136052,16.48789047,5.191325442,3.884036565,9.419177996,2.622594724
ENSG00000114544,8.398455552,11.12094359,3.138925869,4.286470265,10.60887075
ENSG00000070214,10.54527522,10.31124761,142.8582236,11.43155647,14.6143894
ENSG00000129353,5.027782275,29.41891008,9.875609528,9.848507887,13.44636359
ENSG00000143036,1.190455071,13.3391281,1.401181129,1.424303443,1.035304925
ENSG00000137968,31.56316115,6.142094921,9.377540076,9.858654979,4.185883286
ENSG00000139508,3.738256541,7.186256165,5.938042495,9.019065892,13.57938082
ENSG00000142494,4.024567129,1.891870657,2.074972673,3.363831332,9.510320387
ENSG00000211584,8.331600402,49.86370745,57.64668617,4.628247916,14.64156154
ENSG00000144290,82.71308322,8.809570566,13.63827926,18.80211531,7.315482253
ENSG00000163798,11.22614874,8.9622623,8.029964903,7.414333891,5.369757426
ENSG00000080493,7.61833804,129.7145854,3.634279935,4.408433138,5.740069968
ENSG00000033867,10.25741168,2.336847665,3.032222389,43.80683085,3.785887164
ENSG00000050438,13.29548773,3.449194874,13.2467413,3.516140502,1.981392364
ENSG00000169241,3.206328035,6.793141991,5.15857534,15.59856401,7.312999623
ENSG00000158865,1.23783962,3.519979947,97.03748043,3.652178836,1.491014538
ENSG00000138074,2.681415755,2.454608704,2.526073154,3.741793739,46.17770536
ENSG00000157103,86.67171162,110.3931808,33.23947399,5.178629874,173.6563322
ENSG00000132164,2.103931258,20.01500683,0.751975955,1.203411407,0.865043713
ENSG00000010379,0.506887342,0.358624784,0.38423627,0.956865074,32.44297547
ENSG00000072041,13.07876217,0.799961677,7.657811832,3.367286132,1.523100113
ENSG00000197106,12.74083986,2.657373816,3.427844337,4.045362738,7.415074192
ENSG00000131389,2.260197424,0.489913912,2.344707986,3.674487909,18.15119239
ENSG00000130821,3.461818811,8.793272065,10.2970611,4.716176339,1.952469036
ENSG00000139514,3.937981761,1.40860924,2.771329534,3.162732599,58.30852087
ENSG00000151012,1.100866407,77.5573248,1.470873426,1.749365262,74.57645759
ENSG00000013293,10.91624179,1.069303296,8.647899101,2.129449406,2.259214459
ENSG00000003989,1.946638726,11.46742558,0.979604916,0.727209048,1.303077057
ENSG00000103257,2.898029611,2.326453792,1.496609357,4.730116012,147.9333247
ENSG00000103064,6.106010947,3.892967761,3.356845805,11.28600371,3.93337119
ENSG00000103061,3.009448197,5.088905167,3.415549165,7.522657342,3.800060458
ENSG00000155465,0.695890819,0.743426362,1.848893272,27.9025864,1.916742076
ENSG00000092068,7.469999518,1.232582715,1.806665217,11.76126364,9.130696613
ENSG00000183023,29.11607482,6.464099077,10.24534495,42.95609248,8.117551381
ENSG00000118160,10.08600526,1.749172068,3.243448572,5.581167808,2.397438618
ENSG00000100678,6.466812822,0.778237148,2.421681252,1.805826262,1.767711788
ENSG00000090020,2.181246162,1.732839116,1.310611475,2.319001933,6.36213173
ENSG00000115616,1.728974333,0.72761279,0.471146652,1.012566026,3.168284215
ENSG00000198689,32.48691688,18.52007495,14.92591307,14.38680713,10.85562926
ENSG00000065923,12.23854725,8.766861591,3.46525563,8.065884619,6.749522961
ENSG00000197818,1.962817698,7.020724458,3.424778631,6.317875007,4.073088482
ENSG00000181804,12.05815181,38.88551964,48.15213263,154.9830014,8.058317417
ENSG00000164038,10.74355781,4.467654271,3.865822296,2.4446679,3.528122123
ENSG00000084453,0.50742504,2.245955793,59.92715243,2.105223056,47.66841043
ENSG00000139155,2.021249066,153.9892683,1.25818237,6.208657169,12.63425847
ENSG00000174640,1.334803279,0.275076952,0.484968025,0.719483296,4.719504052
ENSG00000137491,0.287399137,0.551192456,1.003859379,52.95220822,36.14498666
ENSG00000176463,8.474645973,1.979707373,38.51902665,2.645811416,13.25480205
ENSG00000101187,1.406245541,0.650884632,0.349318825,1.081402765,23.3301815
ENSG00000166750,1.11136773,0.903272966,1.340431764,1.395469524,12.35049306
ENSG00000119705,38.86550608,27.43876866,37.66774315,29.15388603,39.08870591
ENSG00000187122,12.92217634,2.725334487,3.367639754,5.07405251,3.159566593
ENSG00000145147,20.56357166,3.272267338,11.91918438,8.527198888,3.235049444
ENSG00000178235,8.2653451,0.955718894,7.866301795,2.300794579,1.346656809
ENSG00000185985,9.286559228,39.99047005,15.74021366,4.936460075,3.456547522
ENSG00000121871,8.916974065,0.461518795,2.875750881,1.127372106,2.670660663
ENSG00000179542,16.72227936,1.132512666,2.231745842,4.200156096,2.023599583
ENSG00000165300,11.18762537,1.91819805,5.087317,4.935143858,2.575978982
ENSG00000065613,9.466869662,10.1688614,11.61020426,14.24556344,25.25826478
ENSG00000163681,6.403902101,8.497332962,7.742985259,6.993003645,9.728557823
ENSG00000137776,17.3728499,21.60471565,28.47500021,28.10783341,19.85511513
ENSG00000164609,16.98745177,8.387200229,13.4843885,12.02537476,11.20382729
ENSG00000170365,4.936509669,10.43074648,5.045188101,3.681151294,10.34542239
ENSG00000175387,5.315740994,7.213761348,11.70978221,16.3210293,11.55311973
ENSG00000166949,3.373054051,7.580559138,3.137583376,18.64261318,6.445442816
ENSG00000141646,2.59907225,4.377727694,4.731585406,5.503279312,5.880510283
ENSG00000113658,4.249628979,9.437121134,7.898172233,13.21623191,18.51230213
ENSG00000101665,1.279649812,1.238384477,2.6207035,7.934932,11.69270646
ENSG00000120693,6.157655224,7.711807768,6.01507242,1.912707936,10.8099981
ENSG00000112305,29.61638857,23.9294278,15.3090275,22.71181165,14.19649816
ENSG00000084070,24.58886748,8.064494832,21.52798799,123.5326406,8.978952723
ENSG00000102038,22.46576695,12.32810126,12.29006463,29.48745313,10.92065469
ENSG00000080503,47.27710816,45.16201138,22.02576307,30.38606185,35.24743863
ENSG00000127616,4.333244805,4.419493562,4.612738157,4.649098491,6.495117629
ENSG00000153147,10.05875774,9.728963185,19.41616023,16.58050898,17.5469731
ENSG00000163104,16.90591684,20.98421054,16.72931154,15.35748272,16.68449607
ENSG00000138375,3.174563561,4.290453828,4.596131609,6.695200979,4.837384567
ENSG00000099956,6.535822489,8.653877628,8.00149872,6.70832609,7.404404226
ENSG00000173473,6.69439176,13.50845042,19.52292373,13.42475137,13.07155252
ENSG00000066117,3.131146802,3.230184011,3.681028787,3.560401482,5.178757328
ENSG00000082014,8.643861298,16.98384851,3.335370343,3.652661587,4.722408369
ENSG00000073584,3.883961139,5.938753278,10.60113019,8.537740324,14.44298563
ENSG00000072501,3.777201845,5.069686804,6.921212092,11.91721899,6.5594261
ENSG00000136824,5.217144687,4.092320976,8.030277613,8.812448628,2.441064276
ENSG00000108055,20.26320192,15.8380114,25.8969871,19.75792942,19.7130001
ENSG00000113810,0.718811742,3.218591718,8.298440214,12.50077106,4.508110115
ENSG00000198887,11.22811973,13.46262106,13.45330031,20.54584493,34.7253817
ENSG00000163029,7.765923163,5.167798374,8.93701994,7.017608419,8.199550926
ENSG00000101596,11.73567996,8.442590939,11.38930651,13.71744443,24.68135079
ENSG00000176994,1.839738228,1.912497805,2.356505463,5.503716424,5.795442974
ENSG00000157106,6.74429555,9.507008874,6.890462813,11.10163477,9.014191879
ENSG00000198952,6.313928749,7.519288554,9.738391409,7.867199184,6.043253284
ENSG00000070366,3.754132311,5.229343951,4.64071184,6.222891498,9.824615377
ENSG00000116698,11.82376802,12.82602848,12.48441599,13.65534364,12.4578877
ENSG00000119953,4.31282914,3.974490529,7.316224484,7.980755162,6.584850196
ENSG00000128602,0.483191536,8.013092746,0.382432471,2.286094144,1.057830462
ENSG00000198732,1.957179082,1.988727234,16.50666088,1.905959749,1.166928774
ENSG00000088826,0.783785616,21.38092579,2.324962137,4.457982024,7.635555925
ENSG00000166311,4.174529475,11.41826912,9.171570484,6.429786785,15.70133564
ENSG00000136699,3.041762328,5.002658993,4.529948989,6.031379144,3.751183857
ENSG00000172594,7.33433205,4.533451772,4.781336095,2.0244845,7.421083611
ENSG00000102172,21.10958673,18.75406004,8.052893925,23.19427624,9.676628338
ENSG00000183963,0.182537538,4.026001817,0.415337762,0.892298857,7.930546883
ENSG00000122692,11.19550957,12.64433844,11.79662428,10.51974804,12.65655795
ENSG00000123415,2.650140836,2.906833434,3.651951687,4.278072252,1.687331645
ENSG00000198742,8.687464226,8.622237491,17.47039927,19.73205976,12.31132377
ENSG00000143499,11.73312047,1.978793212,4.113666084,6.459140352,15.88180273
ENSG00000185420,29.2437346,23.6624683,19.49047612,26.03536653,15.45138556
ENSG00000186532,2.218611151,3.009619716,1.66388759,6.179957363,1.795295437
ENSG00000092531,5.211795203,15.88973242,19.45627877,22.54707432,10.60173753
ENSG00000132639,1202.409208,92.57481352,142.7946723,192.4599428,122.651993
ENSG00000099940,3.230869063,5.851596797,5.031590174,5.785418672,6.418162713
ENSG00000065609,59.71114576,15.07350888,13.25524627,12.03601559,10.50161415
ENSG00000023608,4.706321121,6.058527334,5.281846976,12.97772535,20.42916751
ENSG00000164975,8.074864489,8.118383042,7.614138699,7.374179683,12.05809846
ENSG00000143553,12.90926725,27.71054662,21.20759468,20.87295022,14.61186321
ENSG00000145335,90.25074143,16.51155922,45.09925561,49.8816356,16.42545322
ENSG00000064692,2.631063415,6.681258887,0.779699069,1.551376638,1.291152724
ENSG00000074317,65.30930323,19.65356862,24.10030609,29.36782796,28.26966493
ENSG00000173267,54.79601181,38.06787649,27.90539764,35.94423602,74.77291564
ENSG00000197157,11.11882804,11.06455514,10.05787032,19.35417347,8.952963224
ENSG00000162804,2.624815031,4.168230871,0.943268418,1.003747025,12.01294538
ENSG00000159210,5.1813935,5.354666698,5.467134811,4.29922116,8.139716094
ENSG00000163877,1.788279146,1.985593718,2.105038758,5.279674483,4.974888428
ENSG00000184602,11.41198984,9.202476347,5.002042404,9.558173651,8.708582231
ENSG00000163788,12.04779105,9.73483627,3.699804477,8.058314394,35.09820282
ENSG00000144028,6.250998475,10.03060091,7.22384528,7.052519429,10.00402571
ENSG00000161981,13.60013265,10.36214728,7.495641579,10.89254251,13.32019264
ENSG00000124380,21.48110347,10.66514103,16.78228201,22.18518943,8.349878419
ENSG00000184209,3.904488279,3.914779809,7.483725657,5.409907535,5.164154883
ENSG00000060688,7.335121304,6.18717069,12.01525933,8.795664259,18.61399463
ENSG00000168566,3.436496576,3.666195384,4.922942083,4.882806176,4.873683857
ENSG00000104852,26.03943181,44.2720705,28.36078639,27.24227013,24.35677415
ENSG00000131876,14.64144517,9.829639721,11.12942352,13.9213501,12.18058932
ENSG00000125835,10.26111139,7.070535901,11.26711228,15.42880881,20.22482368
ENSG00000125870,27.23889884,18.03931521,34.43022134,25.02645566,51.42124307
ENSG00000124562,26.05714527,14.51850866,21.35475213,19.69660494,27.30654094
ENSG00000167088,24.82097654,15.4273888,20.86412615,21.07020006,27.68634209
ENSG00000125743,56.00564482,37.79833351,43.68547825,39.64900171,88.7802667
ENSG00000100028,15.22434596,13.01886138,14.36750665,14.41998229,25.15979523
ENSG00000182004,21.84909034,13.40689294,17.72291694,27.83169949,32.50953163
ENSG00000139343,10.1995867,6.362486669,10.69156436,7.254497913,12.67649003
ENSG00000143977,11.74915246,15.79107399,17.78732159,19.39123392,39.12798462
ENSG00000128739,44.20326225,12.56625603,15.25414138,8.770820518,10.06869145
ENSG00000101400,7.032133812,77.38895839,5.091987077,2.832855012,10.14047273
ENSG00000172164,0.642536826,5.362108585,1.625549136,1.026907621,12.83393315
ENSG00000147481,155.1693265,28.07461682,46.13067589,54.32515697,20.287907
ENSG00000169371,6.041400785,5.615729812,6.331590815,4.740991697,2.7869695
ENSG00000100603,17.65626853,16.81039782,28.68105685,28.02063899,16.92464221
ENSG00000028528,3.912946563,6.25424195,19.29319747,9.277850665,7.17772202
ENSG00000086300,49.77646155,8.599663835,12.15882042,16.45665155,7.84681072
ENSG00000002919,2.866223732,3.214759418,3.777828264,8.146119627,2.715440915
ENSG00000147164,8.214315563,6.416317922,8.740083985,8.322095796,10.91850251
ENSG00000071189,6.09202935,6.659939092,6.941415443,14.26147333,6.304634618
ENSG00000135317,18.20043279,18.59101231,11.80912711,15.81742606,15.15893437
ENSG00000104497,4.178022176,2.168954446,3.031384919,2.205724124,3.003815051
ENSG00000115234,7.540933136,8.367932436,12.7726934,6.279881105,10.19288566
ENSG00000178996,0.861315399,3.443878357,5.227768866,8.676939719,3.740057195
ENSG00000120451,4.969929062,7.869113307,12.32209962,7.438277539,5.994748214
ENSG00000205302,18.84294562,18.58764048,20.79603049,49.84158268,15.39997731
ENSG00000124104,2.289193722,9.801612869,3.689537582,2.055828401,9.276719939
ENSG00000157734,0.317602645,0.737371716,7.463120786,3.594120793,2.269975404
ENSG00000064652,15.55793665,18.39839094,13.1972577,13.54732212,11.00298872
ENSG00000109762,11.21745372,7.901855615,6.458294868,9.578798521,15.37019306
ENSG00000143376,15.80477044,11.07359709,21.41319293,17.15671769,6.231536072
ENSG00000048471,3.3706138,7.384440152,11.62912506,22.86024346,5.831086064
ENSG00000112335,76.22225297,60.90821212,70.49641597,48.82643646,64.74658695
ENSG00000148158,3.826742851,2.335275123,13.02331937,7.679507534,4.206135586
ENSG00000114520,21.469296,18.77559957,21.40737321,18.19797335,12.6549231
ENSG00000089006,7.807114956,20.86793133,12.92981936,25.41912522,8.881115957
ENSG00000129515,14.18477988,13.42317722,37.21821202,20.78685753,20.59033213
ENSG00000162627,9.530513945,10.2895509,5.382784687,10.09387202,13.7146006
ENSG00000130340,15.41814722,13.27095998,25.38567777,27.80377541,12.50084791
ENSG00000057252,2.147264223,3.91816946,2.677033852,37.79130308,6.640390583
ENSG00000112320,30.31114699,24.69412702,24.33785792,10.45040553,16.33761407
ENSG00000120833,2.32332397,0.921708367,0.440488009,1.573793024,10.42633275
ENSG00000180008,3.031232143,3.923462956,5.593212983,7.690820705,4.255320744
ENSG00000171150,9.634464086,5.12277202,7.100129662,12.47898302,10.9650113
ENSG00000170677,2.754702088,3.412744767,6.996340406,84.47207728,3.232477715
ENSG00000142168,184.0005784,107.9008021,128.400056,49.26041945,100.0210684
ENSG00000112096,8.994829999,9.084257129,6.773926222,22.94531904,23.92225197
ENSG00000159140,32.46701991,82.38327172,39.63261179,66.86997444,63.92424417
ENSG00000095637,27.50517183,94.88719631,8.700764054,9.585869899,37.79351972
ENSG00000154556,17.25656125,2.489844627,4.209283351,5.69346287,25.74060933
ENSG00000120896,0.41149819,4.586290321,1.630874294,2.803498089,13.6289825
ENSG00000108018,22.41009697,4.318539223,7.377749427,10.62606352,5.346387216
ENSG00000184985,3.470714168,18.62712741,10.57308161,2.406911721,1.351027736
ENSG00000156395,19.93401245,3.17284955,6.306886005,7.201511093,2.588366494
ENSG00000137642,13.75413446,21.60893818,9.462518201,90.68252125,2.838254142
ENSG00000134243,19.02132069,15.65517414,73.29903933,22.94788762,37.42952076
ENSG00000115904,16.62329242,15.05020014,11.71960258,14.12716663,31.15540887
ENSG00000100485,10.53616865,14.85426179,17.25840394,17.0804978,19.7137646
ENSG00000182968,2.14416119,1.350095504,0.603794109,0.610389323,1.277611818
ENSG00000100146,0.515366343,1.385306937,29.2002483,2.060284349,3.195703052
ENSG00000143842,0.500873433,3.474477479,1.825728315,1.428887001,7.845750777
ENSG00000124766,12.68880405,4.317171763,4.470221425,18.61667792,26.04512672
ENSG00000134532,17.36559961,58.41534873,7.610811616,8.810090267,13.50907519
ENSG00000110693,5.021200281,14.76970556,6.086602344,3.40714401,2.092232684
ENSG00000258724,1.75410209,0.277132957,0.890909115,1.370722497,23.80121172
ENSG00000005513,1.058252865,3.256374357,21.36579094,1.899755555,1.676878332
ENSG00000125398,4.054754197,90.22284699,7.680576037,2.305279151,19.72211076
ENSG00000185591,2.097647285,5.150607888,5.412700985,9.642523363,10.29619817
ENSG00000067066,0.238530228,0.401817913,1.325858073,28.38159775,23.49498888
ENSG00000079263,0.570339011,1.600056529,0.846118604,12.75568259,2.177345445
ENSG00000167182,1.828227201,2.98677038,3.036751599,2.207975564,3.332925446
ENSG00000172845,4.537367646,6.16288127,7.679687241,16.93680256,8.440613806
ENSG00000105866,5.332531477,6.183954052,6.850944857,5.625023621,6.690595177
ENSG00000064199,0.611871629,0.702424169,0.54778663,0.720511523,2.432539501
ENSG00000104450,5.407008682,5.604430808,1.462663011,3.181735918,6.563154589
ENSG00000144451,17.34785345,17.35939062,13.79863011,9.746811376,10.46083917
ENSG00000077327,1.300361195,0.36030843,1.787557057,3.1879504,2.414459757
ENSG00000091640,12.07856862,9.216124458,11.45023283,15.68475323,24.51234721
ENSG00000008294,15.48064249,52.99673599,43.02530153,18.49510832,26.58088191
ENSG00000113140,5.106929091,11.91016376,38.04398348,2.614455355,167.5275459
ENSG00000152583,448.3798017,1369.631315,72.13133639,62.00739456,558.8818269
ENSG00000021574,10.11989151,10.3047433,14.65614169,10.20192156,10.94482022
ENSG00000158480,2.146350576,2.470203235,2.725889976,1.375460032,3.21725623
ENSG00000006282,4.279966972,9.376880417,1.513072582,7.944942803,3.420946732
ENSG00000145375,2.819120586,3.8363021,7.344630907,12.67793656,5.967276503
ENSG00000171763,2.163987466,2.225144042,2.765667561,3.665783515,4.48668176
ENSG00000132122,5.291114411,28.52335829,27.71843672,16.62325564,19.83924354
ENSG00000042317,9.388742419,5.762099603,11.26694143,8.645414827,4.915642021
ENSG00000123352,12.00388338,6.007190717,5.084062771,7.393488826,8.170429306
ENSG00000196141,10.6893482,10.00982936,10.38593225,7.443428869,16.67377719
ENSG00000114902,53.00713242,36.19961125,53.91500203,51.68431795,31.75268886
ENSG00000118363,24.23401304,24.16735645,30.61060647,23.37303785,25.7262736
ENSG00000129128,9.96542085,5.586500019,10.11403704,17.07444852,12.88744718
ENSG00000128487,10.14830411,16.03893687,24.26287793,15.78639074,20.55675366
ENSG00000152582,2.912816102,2.303698411,1.186955553,1.844639234,3.33311226
ENSG00000072195,1.567051811,3.079819376,0.720237876,1.398690543,1.217398326
ENSG00000065526,7.466162836,9.56189898,11.01735302,11.8771949,14.63512236
ENSG00000104133,7.284634912,11.09549803,13.61919644,15.07656032,8.514482734
ENSG00000133104,14.13205553,16.76660198,29.96933015,8.604704536,16.60767263
ENSG00000090487,6.850593587,12.84637075,15.69978732,9.881933021,9.069575896
ENSG00000197912,8.057784493,7.671014175,6.648530718,7.617343149,7.258071572
ENSG00000153820,9.279352643,0.777518935,1.503672988,2.974021685,1.623623213
ENSG00000163611,2.01384216,3.238599657,1.610172358,2.657686159,3.873723688
ENSG00000106723,47.8907346,39.02566707,44.1263836,66.95649996,22.43888898
ENSG00000186787,8.087778102,4.283259691,6.265080369,7.546143218,6.929233519
ENSG00000204271,15.27554059,10.60665078,8.098141213,8.454325773,3.538515548
ENSG00000229453,6.380398891,4.317804436,2.999290928,6.003001863,79.70654767
ENSG00000167642,12.92655498,0.878120446,5.135548021,8.296113769,5.830021658
ENSG00000134278,19.39067617,28.84591776,13.30200566,11.75602603,8.702721621
ENSG00000152377,79.95071729,37.21465609,103.0972027,17.53443737,19.58127813
ENSG00000107742,17.06179424,16.45834433,4.576611588,6.156315023,55.0030276
ENSG00000196104,62.61060681,13.99508898,255.4395158,17.03481907,69.19038959
ENSG00000121067,12.90387764,22.00991195,11.38634377,12.45072069,15.1553406
ENSG00000144228,5.700307249,3.617982037,8.59951153,10.94061168,8.721079352
ENSG00000118785,21.57552205,21.29408884,585.1873265,1079.981932,116.7825478
ENSG00000138600,9.199311655,22.14783428,11.25797266,48.52709947,19.30329537
ENSG00000157837,16.27006697,16.20773886,24.99674576,18.17248135,16.01174537
ENSG00000166068,13.07794162,23.73267177,17.99748901,65.12852739,10.2241632
ENSG00000198369,17.01900536,23.04289564,7.102466778,16.85542945,20.86043054
ENSG00000164056,2.328269115,11.83771781,1.454195607,17.87136259,5.933812912
ENSG00000136158,12.62225187,41.73192962,10.08439203,41.15667494,9.297949764
ENSG00000187678,2.636137608,3.69739736,3.919104613,1.313700963,23.40060874
ENSG00000167778,17.1271933,5.120848007,7.395958855,7.603853169,9.309407357
ENSG00000176422,2.51847789,2.56430723,3.1926251,2.581245251,2.87858247
ENSG00000123178,13.53398245,10.21324507,8.569373714,8.941007382,6.152849134
ENSG00000197694,37.7993673,29.50857027,9.352155975,10.8936468,28.8297212
ENSG00000115306,26.18326398,49.96078011,40.0917491,7.075427122,94.20719195
ENSG00000090054,15.85672938,14.48208778,28.51337028,16.19983772,12.74556811
ENSG00000100596,3.401324919,5.02629604,24.67141852,37.73238666,5.370126148
ENSG00000179119,2.720580028,2.25382774,5.645929103,5.563436267,5.336231916
ENSG00000104549,9.475702308,10.10049422,23.89682304,9.688280112,10.98659131
ENSG00000161011,12.54283495,17.21137047,19.34600306,19.66222369,22.43799928
ENSG00000213523,8.881797132,12.27516543,5.722085108,14.99335691,11.07542002
ENSG00000068784,3.531918988,5.523561668,9.542983007,6.750234553,6.920621363
ENSG00000197122,1.648111878,1.133824526,0.76925464,4.207057063,4.709949878
ENSG00000145545,5.917047527,2.362863985,2.692211739,4.427510683,3.363315022
ENSG00000128039,4.199965039,1.393409935,8.923247386,2.254640403,3.01596363
ENSG00000072310,1.338577704,12.91152569,11.4322218,5.164212046,2.915034792
ENSG00000198911,10.69030975,20.37889676,15.80176204,12.13223364,9.68708967
ENSG00000153914,9.50776786,12.88486987,10.06220556,10.53708449,10.15931314
ENSG00000153006,4.314605111,3.759875078,4.915343701,6.137467506,3.966952311
ENSG00000112658,3.045418886,3.789801162,3.841541146,5.434963352,3.224306873
ENSG00000151304,10.85132046,12.64082336,11.40952171,22.26839264,9.9979839
ENSG00000196935,2.158871395,13.16048478,8.379228403,23.43518392,3.958677545
ENSG00000163486,10.14984912,3.016295347,11.00499989,143.8903297,27.01288975
ENSG00000196220,14.78606128,16.43089911,5.780567611,5.320663709,3.57964144
ENSG00000075142,28.52691541,104.6701273,32.00378987,21.9926655,18.24188596
ENSG00000116649,15.1164372,9.329996218,8.158142363,8.567576245,11.29594322
ENSG00000140319,136.2990831,132.7533043,107.5679814,92.94227092,130.1193262
ENSG00000100883,13.6085637,20.71379118,26.5564821,37.85376632,14.12539494
ENSG00000167881,4.927242343,5.176697461,5.997155689,6.82499877,11.34004728
ENSG00000174780,19.95081013,18.52840333,19.51613574,24.63492292,13.1298636
ENSG00000143742,101.0261558,100.4967033,84.70007678,63.77796774,84.18537628
ENSG00000096063,15.15641382,5.233759577,7.452597722,9.488872692,10.45373144
ENSG00000135250,50.69598378,34.61277887,57.1672186,24.93692046,28.18529064
ENSG00000144867,17.81999489,17.5855197,16.67535368,9.93406528,7.138981108
ENSG00000101955,0.644667898,4.281704729,0.794380076,0.946013492,2.260812111
ENSG00000167720,3.507732485,6.955907152,4.208890157,4.480510832,2.070349373
ENSG00000100104,4.386029117,3.154611967,1.816558166,4.168949631,2.176544521
ENSG00000133226,21.02196716,29.9570045,37.84244893,34.73011944,23.53871726
ENSG00000167978,17.70108063,34.17931454,17.62952249,38.71818352,22.86972796
ENSG00000139767,25.19219666,2.519728449,4.508602596,5.81254708,2.130999316
ENSG00000087087,4.227615942,13.36732416,4.537730338,5.089926182,11.70284507
ENSG00000116754,74.43459917,47.51687919,61.23466307,56.71642249,36.95631695
ENSG00000154548,6.829505759,2.251171708,2.827448256,3.885369813,2.677401708
ENSG00000161547,84.01801998,81.84035502,78.53937205,155.7214344,88.3746026
ENSG00000112081,52.42850773,65.74723437,63.82764497,43.72514327,113.4338986
ENSG00000116350,20.54221363,24.77380222,23.66108927,36.92856069,25.35622983
ENSG00000100650,108.8703002,126.3041853,91.53214215,108.1837854,102.0509402
ENSG00000124193,79.20310545,98.33102345,128.1894438,155.9121843,108.4355113
ENSG00000115875,77.96611761,47.46849198,68.5738493,134.2376851,85.96905727
ENSG00000111786,12.45182305,13.06020785,12.71038086,17.42908523,18.14535204
ENSG00000141380,5.458952548,12.10131539,12.59665127,12.81104988,11.42303824
ENSG00000184402,10.66044966,8.462299362,9.966821851,7.261731309,7.295817902
ENSG00000008324,35.25073183,24.81339009,30.31004913,29.59968551,21.50339266
ENSG00000138385,30.39631825,21.22600297,20.68367635,24.35582834,24.2251276
ENSG00000145687,20.93809648,23.91326964,17.27925916,31.6647444,20.23832173
ENSG00000157216,13.43443504,8.043656745,10.42814805,10.62503579,9.649862223
ENSG00000138434,12.26177852,13.81092147,16.2789298,6.846641342,15.61389244
ENSG00000084112,2.900230573,2.344595353,2.261364229,20.1902709,7.769200022
ENSG00000141298,11.80427037,7.821816626,24.18941675,37.58414864,13.78212145
ENSG00000123096,4.024520087,22.59577407,5.912261929,7.625951513,6.073993894
