"specimenID","libraryID","platform","RIN","rnaBatch","libraryBatch","sequencingBatch","libraryPrep","libraryPreparationMethod","isStranded","readStrandOrigin","runType","readLength","barcode","totalReads","mapped","rRNA.rate","assay","referenceSet","libraryVersion","DV200","validBarcodeReads"
"hB_RNA_12322_resequenced","hB_RNA_12322_resequenced","HiSeq2500",5.6,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12322,31328043,30550250,0.0071356534,"rnaSeq",,,,
"BM_22_119","BM_22_119","HiSeq2500",5,"NA","NA","S113B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,119,31347577,29466210,0.0021510061,"rnaSeq",,,,
"hB_RNA_9180","hB_RNA_9180","HiSeq2500",5.3,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9180,31390261,27154382,0.40174705,"rnaSeq",,,,
"hB_RNA_9171","hB_RNA_9171","HiSeq2500",4.1,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9171,31400416,30094452,0.012273358,"rnaSeq",,,,
"hB_RNA_12464","hB_RNA_12464","HiSeq2500",4.8,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12464,31463626,29369203,0.01018492,"rnaSeq",,,,
"hB_RNA_4565","hB_RNA_4565","HiSeq2500",5.1,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4565,31485603,30048462,0.008952072,"rnaSeq",,,,
"BM_22_61","BM_22_61","HiSeq2500",6.6,"NA","NA","S113B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,61,31522288,30807742,0.0049541118,"rnaSeq",,,,
"hB_RNA_9138","hB_RNA_9138","HiSeq2500",5.4,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9138,31524052,30570963,0.01923276,"rnaSeq",,,,
"hB_RNA_7735","hB_RNA_7735","HiSeq2500",3.6,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,7735,31572749,28057955,0.039465953,"rnaSeq",,,,
"hB_RNA_16985","hB_RNA_16985","HiSeq2500",9.6,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16985,31580686,31032963,0.0029020754,"rnaSeq",,,,
"hB_RNA_16585","hB_RNA_16585","HiSeq2500",10,"NA","NA","E008C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16585,31613190,31156577,0.002201301,"rnaSeq",,,,
"hB_RNA_10372","hB_RNA_10372","HiSeq2500",8.3,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10372,31625030,31124635,0.006387962,"rnaSeq",,,,
"hB_RNA_16515","hB_RNA_16515","HiSeq2500",10,"NA","NA","E008C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16515,31625534,30895568,0.002512205,"rnaSeq",,,,
"hB_RNA_4980","hB_RNA_4980","HiSeq2500",6,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4980,31654537,25599038,0.72392446,"rnaSeq",,,,
"BM_36_328","BM_36_328","HiSeq2500",7.4,"NA","NA","S110B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,328,31668747,31124510,0.0017750319,"rnaSeq",,,,
"hB_RNA_9166","hB_RNA_9166","HiSeq2500",5.4,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9166,31778880,28157448,0.31586394,"rnaSeq",,,,
"hB_RNA_9161","hB_RNA_9161","HiSeq2500",6.8,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9161,31817092,30848351,0.004864344,"rnaSeq",,,,
"BM_10_755","BM_10_755","HiSeq2500",7.2,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,755,31905281,31371978,0.0016764961,"rnaSeq",,,,
"BM_22_94","BM_22_94","HiSeq2500",6.8,"NA","NA","S113B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,94,31936233,30428566,0.0032687376,"rnaSeq",,,,
"hB_RNA_16565","hB_RNA_16565","HiSeq2500",10,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16565,31942678,31487364,0.0024565093,"rnaSeq",,,,
"BM_36_398","BM_36_398","HiSeq2500",7.2,"NA","NA","S111B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,398,31944294,31254313,0.0022790774,"rnaSeq",,,,
"BM_22_90","BM_22_90","HiSeq2500",5.2,"NA","NA","S113B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,90,31946330,30883282,0.0015557609,"rnaSeq",,,,
"hB_RNA_9222","hB_RNA_9222","HiSeq2500",4.4,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9222,31948059,28816571,0.015940584,"rnaSeq",,,,
"hB_RNA_8905","hB_RNA_8905","HiSeq2500",7.4,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8905,31980790,31402021,0.003107539,"rnaSeq",,,,
"BM_22_211","BM_22_211","HiSeq2500",4.9,"NA","NA","S114B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,211,31983295,31193302,0.0028701674,"rnaSeq",,,,
"hB_RNA_16375","hB_RNA_16375","HiSeq2500",9.9,"NA","NA","E008C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16375,31990828,31301393,0.0033088624,"rnaSeq",,,,
"BM_22_89","BM_22_89","HiSeq2500",7.6,"NA","NA","S113B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,89,32031831,31303813,0.0036802227,"rnaSeq",,,,
"hB_RNA_9159","hB_RNA_9159","HiSeq2500",5.5,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9159,32090732,30942566,0.027605144,"rnaSeq",,,,
"hB_RNA_4651","hB_RNA_4651","HiSeq2500",6.2,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4651,32129892,31047697,0.005960507,"rnaSeq",,,,
"hB_RNA_16875","hB_RNA_16875","HiSeq2500",9.4,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16875,32194624,31506848,0.0023810063,"rnaSeq",,,,
"hB_RNA_16095","hB_RNA_16095","HiSeq2500",8.7,"NA","NA","E008C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16095,32207151,31703157,0.0026483482,"rnaSeq",,,,
"BM_10_571","BM_10_571","HiSeq2500",5.3,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,571,32239588,31090247,0.0009595613,"rnaSeq",,,,
"BM_10_584","BM_10_584","HiSeq2500",6.5,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,584,32249208,31331721,0.001217935,"rnaSeq",,,,
"hB_RNA_8575","hB_RNA_8575","HiSeq2500",4.5,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8575,32274634,31275830,0.008509798,"rnaSeq",,,,
"BM_22_96","BM_22_96","HiSeq2500",6.1,"NA","NA","S113B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,96,32290638,31456318,0.0011698445,"rnaSeq",,,,
"hB_RNA_10262","hB_RNA_10262","HiSeq2500",8.1,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10262,32299885,30272049,0.0031902697,"rnaSeq",,,,
"hB_RNA_7825","hB_RNA_7825","HiSeq2500",4.9,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,7825,32322091,29859081,0.018666215,"rnaSeq",,,,
"BM_10_681","BM_10_681","HiSeq2500",8.3,"NA","NA","S107B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,681,32329866,31689873,0.0025674764,"rnaSeq",,,,
"BM_10_611","BM_10_611","HiSeq2500",6.4,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,611,32349206,31423225,0.002393007,"rnaSeq",,,,
"hB_RNA_4489","hB_RNA_4489","HiSeq2500",6.3,"NA","NA","K80C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4489,32371973,31601764,0.0044268733,"rnaSeq",,,,
"BM_10_808","BM_10_808","HiSeq2500",6.9,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,808,32394289,31787628,0.0025815389,"rnaSeq",,,,
"hB_RNA_4411","hB_RNA_4411","HiSeq2500",3.9,"NA","NA","K80C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4411,32415835,31347749,0.008896875,"rnaSeq",,,,
"BM_22_230","BM_22_230","HiSeq2500",5.9,"NA","NA","S115B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,230,32432913,31378824,0.00595,"rnaSeq",,,,
"hB_RNA_16755","hB_RNA_16755","HiSeq2500",10,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16755,32432919,31875404,0.003194783,"rnaSeq",,,,
"BM_22_100","BM_22_100","HiSeq2500",5.7,"NA","NA","S113B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,100,32448501,31342826,0.0013420935,"rnaSeq",,,,
"hB_RNA_16645","hB_RNA_16645","HiSeq2500",10,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16645,32454467,31873565,0.0021669369,"rnaSeq",,,,
"BM_10_638","BM_10_638","HiSeq2500",6.9,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,638,32481741,31860994,0.0013839493,"rnaSeq",,,,
"hB_RNA_9177","hB_RNA_9177","HiSeq2500",6.4,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9177,32496361,31476238,0.0145946285,"rnaSeq",,,,
"BM_22_229","BM_22_229","HiSeq2500",6.6,"NA","NA","S115B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,229,32511237,31499231,0.010235551,"rnaSeq",,,,
"hB_RNA_17115","hB_RNA_17115","HiSeq2500",10,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,17115,32512784,32035635,0.0039659273,"rnaSeq",,,,
"hB_RNA_10972","hB_RNA_10972","HiSeq2500",8.8,"NA","NA","K79C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10972,32553146,31922871,0.0025591368,"rnaSeq",,,,
"hB_RNA_8995","hB_RNA_8995","HiSeq2500",7.1,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8995,32559882,32018729,0.007512572,"rnaSeq",,,,
"hB_RNA_4746","hB_RNA_4746","HiSeq2500",6.1,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4746,32565281,31629073,0.005421025,"rnaSeq",,,,
"hB_RNA_4351","hB_RNA_4351","HiSeq2500",6.2,"NA","NA","K80C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4351,32570894,31937841,0.008895529,"rnaSeq",,,,
"BM_10_617","BM_10_617","HiSeq2500",6.6,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,617,32598039,31250435,0.0020519074,"rnaSeq",,,,
"hB_RNA_7845","hB_RNA_7845","HiSeq2500",7.8,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,7845,32600605,30712181,0.0056732865,"rnaSeq",,,,
"BM_22_86","BM_22_86","HiSeq2500",7.9,"NA","NA","S113B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,86,32607844,31867739,0.0013244428,"rnaSeq",,,,
"hB_RNA_4461","hB_RNA_4461","HiSeq2500",5.4,"NA","NA","K80C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4461,32608098,31669529,0.009464524,"rnaSeq",,,,
"BM_22_123","BM_22_123","HiSeq2500",7.1,"NA","NA","S113B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,123,32617890,31825314,0.0013068214,"rnaSeq",,,,
"hB_RNA_4946","hB_RNA_4946","HiSeq2500",4,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4946,32621502,28318848,0.40918913,"rnaSeq",,,,
"hB_RNA_9227","hB_RNA_9227","HiSeq2500",6.5,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9227,32634851,31880501,0.018265931,"rnaSeq",,,,
"BM_10_803","BM_10_803","HiSeq2500",6.7,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,803,32636769,31911839,0.0046146507,"rnaSeq",,,,
"BM_22_49","BM_22_49","HiSeq2500",6.4,"NA","NA","S113B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,49,32655351,32146575,0.0013884527,"rnaSeq",,,,
"BM_10_671","BM_10_671","HiSeq2500",8,"NA","NA","S107B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,671,32657016,31941155,0.0021003622,"rnaSeq",,,,
"hB_RNA_8445","hB_RNA_8445","HiSeq2500",3.5,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8445,32701353,31376992,0.042409163,"rnaSeq",,,,
"hB_RNA_8865","hB_RNA_8865","HiSeq2500",6.7,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8865,32714686,31895117,0.015500555,"rnaSeq",,,,
"hB_RNA_16025","hB_RNA_16025","HiSeq2500",9.9,"NA","NA","E008C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16025,32761265,32238100,0.002798428,"rnaSeq",,,,
"hB_RNA_13144","hB_RNA_13144","HiSeq2500",3.2,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,13144,32786556,30046785,0.022992644,"rnaSeq",,,,
"BM_36_278","BM_36_278","HiSeq2500",6.5,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,278,32786598,32117887,0.0035924218,"rnaSeq",,,,
"hB_RNA_16195","hB_RNA_16195","HiSeq2500",9,"NA","NA","E008C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16195,32801623,32242019,0.0041542063,"rnaSeq",,,,
"hB_RNA_13375","hB_RNA_13375","HiSeq2500",5.1,"NA","NA","P60C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,13375,32807429,27121690,0.82976407,"rnaSeq",,,,
"hB_RNA_12638","hB_RNA_12638","HiSeq2500",7.1,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12638,32811233,31101561,0.0026181645,"rnaSeq",,,,
"hB_RNA_8835","hB_RNA_8835","HiSeq2500",4,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8835,32812845,31756587,0.018967057,"rnaSeq",,,,
"hB_RNA_9163","hB_RNA_9163","HiSeq2500",5.5,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9163,32819984,31458207,0.0051783943,"rnaSeq",,,,
"BM_10_812","BM_10_812","HiSeq2500",8.2,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,812,32844090,32288156,0.0017970366,"rnaSeq",,,,
"BM_10_676","BM_10_676","HiSeq2500",6.4,"NA","NA","S107B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,676,32852622,31683460,0.0040767645,"rnaSeq",,,,
"hB_RNA_9223","hB_RNA_9223","HiSeq2500",4.9,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9223,32863046,30323311,0.015751412,"rnaSeq",,,,
"hB_RNA_9172","hB_RNA_9172","HiSeq2500",5,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9172,32865823,31688151,0.0052869287,"rnaSeq",,,,
"hB_RNA_4474","hB_RNA_4474","HiSeq2500",7.5,"NA","NA","K80C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4474,32900663,32248002,0.006636411,"rnaSeq",,,,
"BM_10_647","BM_10_647","HiSeq2500",5.9,"NA","NA","S107B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,647,32915514,31804698,0.0044025257,"rnaSeq",,,,
"hB_RNA_8045","hB_RNA_8045","HiSeq2500",7.2,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8045,32948008,29973251,0.021767208,"rnaSeq",,,,
"hB_RNA_5151","hB_RNA_5151","HiSeq2500",6.4,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,5151,32952006,32171596,0.0028685553,"rnaSeq",,,,
"BM_10_670","BM_10_670","HiSeq2500",7.1,"NA","NA","S107B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,670,32960098,31970248,0.003805507,"rnaSeq",,,,
"BM_10_773","BM_10_773","HiSeq2500",6,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,773,32968059,32345455,0.0033247329,"rnaSeq",,,,
"BM_22_231","BM_22_231","HiSeq2500",6.8,"NA","NA","S115B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,231,32972698,31774997,0.011391158,"rnaSeq",,,,
"hB_RNA_7865","hB_RNA_7865","HiSeq2500",7.5,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,7865,32975792,30515736,0.0043225894,"rnaSeq",,,,
"hB_RNA_12615","hB_RNA_12615","HiSeq2500",2.1,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12615,33018839,31375154,0.00843148,"rnaSeq",,,,
"hB_RNA_8725","hB_RNA_8725","HiSeq2500",6.9,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8725,33029983,31586974,0.047927096,"rnaSeq",,,,
"hB_RNA_8295_resequenced","hB_RNA_8295_resequenced","HiSeq2500",8.1,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8295,33067794,31702452,0.005233286,"rnaSeq",,,,
"hB_RNA_4688","hB_RNA_4688","HiSeq2500",5.7,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4688,33091776,31810765,0.021085097,"rnaSeq",,,,
"hB_RNA_16225","hB_RNA_16225","HiSeq2500",8.9,"NA","NA","E008C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16225,33139017,32364148,0.0034858016,"rnaSeq",,,,
"BM_10_766","BM_10_766","HiSeq2500",6.5,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,766,33158264,32602908,0.003430185,"rnaSeq",,,,
"hB_RNA_9143","hB_RNA_9143","HiSeq2500",6.5,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9143,33161306,32214593,0.006165746,"rnaSeq",,,,
"BM_10_771","BM_10_771","HiSeq2500",6.7,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,771,33195978,32278239,0.005998964,"rnaSeq",,,,
"BM_10_772","BM_10_772","HiSeq2500",6.9,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,772,33199366,32342896,0.004598042,"rnaSeq",,,,
"hB_RNA_4591","hB_RNA_4591","HiSeq2500",4.3,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4591,33218472,32084680,0.008842974,"rnaSeq",,,,
"hB_RNA_4663","hB_RNA_4663","HiSeq2500",5.8,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4663,33219367,32252868,0.0045610517,"rnaSeq",,,,
"hB_RNA_9168","hB_RNA_9168","HiSeq2500",4.5,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9168,33257157,31950662,0.023275167,"rnaSeq",,,,
"BM_36_378","BM_36_378","HiSeq2500",7.5,"NA","NA","S111B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,378,33290707,32607498,0.0018809785,"rnaSeq",,,,
"hB_RNA_9160","hB_RNA_9160","HiSeq2500",5.7,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9160,33351572,32262086,0.014606464,"rnaSeq",,,,
"hB_RNA_7705","hB_RNA_7705","HiSeq2500",6.6,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,7705,33355349,31358341,0.025449116,"rnaSeq",,,,
"BM_10_675","BM_10_675","HiSeq2500",8.1,"NA","NA","S107B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,675,33380030,32681111,0.0025397239,"rnaSeq",,,,
"BM_22_275","BM_22_275","HiSeq2500",5.8,"NA","NA","H154B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,275,33389502,31565430,0.03422526,"rnaSeq",,,,
"hB_RNA_4361","hB_RNA_4361","HiSeq2500",7.1,"NA","NA","K80C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4361,33401590,32709998,0.0057767658,"rnaSeq",,,,
"BM_22_14","BM_22_14","HiSeq2500",6.6,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,14,33405128,32795405,0.0018334276,"rnaSeq",,,,
"hB_RNA_4429","hB_RNA_4429","HiSeq2500",3.4,"NA","NA","K80C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4429,33419745,32607125,0.008039286,"rnaSeq",,,,
"BM_36_502","BM_36_502","HiSeq2500",6.5,"NA","NA","S151B648","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,502,33439964,32844684,0.0012158436,"rnaSeq",,,,
"BM_22_32","BM_22_32","HiSeq2500",5,"NA","NA","S113B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,32,33476923,32789803,0.00265732,"rnaSeq",,,,
"hB_RNA_4403","hB_RNA_4403","HiSeq2500",6,"NA","NA","K80C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4403,33486196,32457308,0.015859634,"rnaSeq",,,,
"BM_36_298","BM_36_298","HiSeq2500",6.7,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,298,33487588,32802636,0.004487688,"rnaSeq",,,,
"BM_22_156","BM_22_156","HiSeq2500",6.1,"NA","NA","S114B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,156,33536736,32685502,0.009344877,"rnaSeq",,,,
"hB_RNA_16775","hB_RNA_16775","HiSeq2500",9.7,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16775,33536818,32743969,0.0012593465,"rnaSeq",,,,
"hB_RNA_9157","hB_RNA_9157","HiSeq2500",6.4,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9157,33575554,32319491,0.015320816,"rnaSeq",,,,
"BM_22_106","BM_22_106","HiSeq2500",5.9,"NA","NA","S113B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,106,33579584,31957949,0.0025900912,"rnaSeq",,,,
"hB_RNA_7785","hB_RNA_7785","HiSeq2500",3.3,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,7785,33583016,30890700,0.022301244,"rnaSeq",,,,
"hB_RNA_9085","hB_RNA_9085","HiSeq2500",4.1,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9085,33649554,32559259,0.012961996,"rnaSeq",,,,
"hB_RNA_12794","hB_RNA_12794","HiSeq2500",7.7,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12794,33664724,32408680,0.0036483128,"rnaSeq",,,,
"hB_RNA_8985","hB_RNA_8985","HiSeq2500",6.6,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8985,33685077,32967381,0.0055542476,"rnaSeq",,,,
"hB_RNA_16155","hB_RNA_16155","HiSeq2500",8.9,"NA","NA","E008C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16155,33692436,33162702,0.0031254087,"rnaSeq",,,,
"hB_RNA_16165","hB_RNA_16165","HiSeq2500",8.4,"NA","NA","E008C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16165,33699653,33108164,0.00462762,"rnaSeq",,,,
"BM_36_302","BM_36_302","HiSeq2500",7.9,"NA","NA","S110B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,302,33701158,32511054,0.004105742,"rnaSeq",,,,
"BM_10_581","BM_10_581","HiSeq2500",6.3,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,581,33718312,32800704,0.0019295927,"rnaSeq",,,,
"hB_RNA_8825","hB_RNA_8825","HiSeq2500",5.1,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8825,33734665,32788882,0.010450067,"rnaSeq",,,,
"hB_RNA_4905","hB_RNA_4905","HiSeq2500",5.9,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4905,33740257,32774643,0.0074953674,"rnaSeq",,,,
"hB_RNA_12838","hB_RNA_12838","HiSeq2500",3.9,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12838,33755119,32636378,0.0089422,"rnaSeq",,,,
"hB_RNA_8495","hB_RNA_8495","HiSeq2500",5.1,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8495,33761415,32938731,0.003705334,"rnaSeq",,,,
"hB_RNA_12532","hB_RNA_12532","HiSeq2500",4.7,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12532,33770035,32121346,0.002750383,"rnaSeq",,,,
"hB_RNA_4442","hB_RNA_4442","HiSeq2500",7.1,"NA","NA","K80C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4442,33784602,33175751,0.0048907707,"rnaSeq",,,,
"hB_RNA_9174","hB_RNA_9174","HiSeq2500",2.6,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9174,33804476,32083184,0.0117937485,"rnaSeq",,,,
"BM_10_693","BM_10_693","HiSeq2500",7.9,"NA","NA","S107B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,693,33819252,33142971,0.0025354396,"rnaSeq",,,,
"hB_RNA_4573","hB_RNA_4573","HiSeq2500",6.4,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4573,33824433,32292612,0.0045460244,"rnaSeq",,,,
"BM_10_735","BM_10_735","HiSeq2500",7.8,"NA","NA","S108B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,735,33892443,33199523,0.0020836443,"rnaSeq",,,,
"BM_10_597","BM_10_597","HiSeq2500",7.3,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,597,34009000,33086257,0.0013152893,"rnaSeq",,,,
"hB_RNA_10452","hB_RNA_10452","HiSeq2500",7.7,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10452,34009346,33563850,0.0032170329,"rnaSeq",,,,
"hB_RNA_16325","hB_RNA_16325","HiSeq2500",9.7,"NA","NA","E008C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16325,34010679,33110123,0.003327683,"rnaSeq",,,,
"BM_36_310","BM_36_310","HiSeq2500",7.6,"NA","NA","S110B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,310,34022999,33469034,0.0021018833,"rnaSeq",,,,
"hB_RNA_5141","hB_RNA_5141","HiSeq2500",5.4,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,5141,34035094,33067531,0.014890527,"rnaSeq",,,,
