"specimenID","libraryID","platform","RIN","rnaBatch","libraryBatch","sequencingBatch","libraryPrep","libraryPreparationMethod","isStranded","readStrandOrigin","runType","readLength","barcode","totalReads","mapped","rRNA.rate","assay","referenceSet","libraryVersion","DV200","validBarcodeReads"
"BM_10_702","BM_10_702","HiSeq2500",7,"NA","NA","S108B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,702,34039351,33436372,0.0017366717,"rnaSeq",,,,
"hB_RNA_16275","hB_RNA_16275","HiSeq2500",9.6,"NA","NA","E008C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16275,34054860,33259366,0.0028813237,"rnaSeq",,,,
"hB_RNA_4731","hB_RNA_4731","HiSeq2500",5.7,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4731,34092493,32946653,0.0047822157,"rnaSeq",,,,
"hB_RNA_12887","hB_RNA_12887","HiSeq2500",2.7,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12887,34144315,32874257,0.014106661,"rnaSeq",,,,
"BM_22_198","BM_22_198","HiSeq2500",7.2,"NA","NA","S114B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,198,34204045,33179214,0.009725909,"rnaSeq",,,,
"hB_RNA_16575","hB_RNA_16575","HiSeq2500",10,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16575,34221145,33593766,0.0021702538,"rnaSeq",,,,
"hB_RNA_5111","hB_RNA_5111","HiSeq2500",5.5,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,5111,34226633,33322367,0.0043490906,"rnaSeq",,,,
"BM_22_76","BM_22_76","HiSeq2500",6.4,"NA","NA","S113B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,76,34271357,33595568,0.001358453,"rnaSeq",,,,
"BM_22_131","BM_22_131","HiSeq2500",4.9,"NA","NA","S114B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,131,34294699,32551950,0.0023427475,"rnaSeq",,,,
"hB_RNA_8875","hB_RNA_8875","HiSeq2500",8.3,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8875,34354921,33714971,0.009787432,"rnaSeq",,,,
"hB_RNA_16475","hB_RNA_16475","HiSeq2500",10,"NA","NA","E008C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16475,34392125,33685854,0.0027309384,"rnaSeq",,,,
"BM_36_406","BM_36_406","HiSeq2500",7,"NA","NA","S111B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,406,34422080,33350337,0.0049701747,"rnaSeq",,,,
"hB_RNA_16335","hB_RNA_16335","HiSeq2500",9.7,"NA","NA","E008C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16335,34422337,33789694,0.0036425306,"rnaSeq",,,,
"hB_RNA_16545","hB_RNA_16545","HiSeq2500",10,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16545,34431966,33440121,0.0035673615,"rnaSeq",,,,
"hB_RNA_12693","hB_RNA_12693","HiSeq2500",6.7,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12693,34448825,33237326,0.005959204,"rnaSeq",,,,
"BM_22_113","BM_22_113","HiSeq2500",5.2,"NA","NA","S113B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,113,34453813,32744022,0.0016560275,"rnaSeq",,,,
"BM_10_616","BM_10_616","HiSeq2500",6.6,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,616,34466870,32610822,0.0022695228,"rnaSeq",,,,
"hB_RNA_10362","hB_RNA_10362","HiSeq2500",3.9,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10362,34500644,33550013,0.019506522,"rnaSeq",,,,
"hB_RNA_13174","hB_RNA_13174","HiSeq2500",5.9,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,13174,34507387,33595386,0.0046044122,"rnaSeq",,,,
"BM_10_572","BM_10_572","HiSeq2500",5.1,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,572,34523105,33369827,0.0050515695,"rnaSeq",,,,
"hB_RNA_10952","hB_RNA_10952","HiSeq2500",4.9,"NA","NA","K76C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10952,34525069,33933863,0.0018857564,"rnaSeq",,,,
"BM_22_134","BM_22_134","HiSeq2500",5.5,"NA","NA","S114B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,134,34525758,33375686,0.0016243561,"rnaSeq",,,,
"BM_10_732","BM_10_732","HiSeq2500",6.9,"NA","NA","S108B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,732,34526001,33748591,0.0027227802,"rnaSeq",,,,
"hB_RNA_16855","hB_RNA_16855","HiSeq2500",8.8,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16855,34527637,33933470,0.0040222527,"rnaSeq",,,,
"BM_36_416","BM_36_416","HiSeq2500",8.1,"NA","NA","S111B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,416,34546272,33948915,0.0012560932,"rnaSeq",,,,
"BM_10_608","BM_10_608","HiSeq2500",6.3,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,608,34560230,33364011,0.0010258058,"rnaSeq",,,,
"hB_RNA_9170","hB_RNA_9170","HiSeq2500",4.1,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9170,34571646,33191510,0.039326143,"rnaSeq",,,,
"hB_RNA_16725","hB_RNA_16725","HiSeq2500",10,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16725,34596730,34034548,0.0018737431,"rnaSeq",,,,
"hB_RNA_13058_resequenced","hB_RNA_13058_resequenced","HiSeq2500",2.8,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,13058,34638964,33442186,0.004975632,"rnaSeq",,,,
"BM_10_569","BM_10_569","HiSeq2500",7.1,"NA","NA","S111B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,569,34654181,33559697,0.0009246508,"rnaSeq",,,,
"BM_10_579","BM_10_579","HiSeq2500",5,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,579,34662835,33748602,0.0024854958,"rnaSeq",,,,
"BM_10_621","BM_10_621","HiSeq2500",6.2,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,621,34666492,33574832,0.0011324256,"rnaSeq",,,,
"hB_RNA_8345","hB_RNA_8345","HiSeq2500",4.6,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8345,34750123,33632173,0.010308611,"rnaSeq",,,,
"hB_RNA_9173","hB_RNA_9173","HiSeq2500",4.6,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9173,34758207,32962703,0.021399913,"rnaSeq",,,,
"BM_22_69","BM_22_69","HiSeq2500",5.5,"NA","NA","S113B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,69,34762729,33920712,0.004361436,"rnaSeq",,,,
"BM_22_15","BM_22_15","HiSeq2500",5.9,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,15,34771344,34191296,0.0018319867,"rnaSeq",,,,
"hB_RNA_4456","hB_RNA_4456","HiSeq2500",5.2,"NA","NA","K80C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4456,34777138,33616227,0.010612672,"rnaSeq",,,,
"hB_RNA_11072","hB_RNA_11072","HiSeq2500",7.4,"NA","NA","K79C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,11072,34813568,34340565,0.0038402106,"rnaSeq",,,,
"BM_10_691","BM_10_691","HiSeq2500",5.9,"NA","NA","S107B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,691,34839843,33964342,0.0031428253,"rnaSeq",,,,
"hB_RNA_10932","hB_RNA_10932","HiSeq2500",2.8,"NA","NA","K76C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10932,34843870,33634004,0.0054580774,"rnaSeq",,,,
"hB_RNA_16845","hB_RNA_16845","HiSeq2500",9,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16845,34870670,33900134,0.0071535995,"rnaSeq",,,,
"BM_10_677","BM_10_677","HiSeq2500",5.4,"NA","NA","S107B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,677,34876563,33589306,0.009461703,"rnaSeq",,,,
"hB_RNA_4389","hB_RNA_4389","HiSeq2500",6.2,"NA","NA","K80C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4389,34915557,33950558,0.018074725,"rnaSeq",,,,
"hB_RNA_12662","hB_RNA_12662","HiSeq2500",7.8,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12662,34916854,33466392,0.03076128,"rnaSeq",,,,
"BM_10_738","BM_10_738","HiSeq2500",7.4,"NA","NA","S108B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,738,34920359,34161469,0.0027886096,"rnaSeq",,,,
"hB_RNA_9155","hB_RNA_9155","HiSeq2500",8.1,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9155,34926420,33907820,0.011955915,"rnaSeq",,,,
"hB_RNA_12232","hB_RNA_12232","HiSeq2500",3.8,"NA","NA","K79C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12232,34949133,33684090,0.01427205,"rnaSeq",,,,
"BM_10_643","BM_10_643","HiSeq2500",6.9,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,643,35002670,34044516,0.003932645,"rnaSeq",,,,
"hB_RNA_10902","hB_RNA_10902","HiSeq2500",2.2,"NA","NA","K76C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10902,35002870,33480559,0.0075861337,"rnaSeq",,,,
"BM_36_356","BM_36_356","HiSeq2500",6.8,"NA","NA","S110B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,356,35046361,34103407,0.017642314,"rnaSeq",,,,
"BM_22_150","BM_22_150","HiSeq2500",4.9,"NA","NA","S114B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,150,35052678,33353429,0.020866401,"rnaSeq",,,,
"BM_36_314","BM_36_314","HiSeq2500",7.1,"NA","NA","S110B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,314,35061188,34507449,0.002233431,"rnaSeq",,,,
"hB_RNA_9015","hB_RNA_9015","HiSeq2500",5.2,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9015,35065787,34292436,0.0068017333,"rnaSeq",,,,
"hB_RNA_16885","hB_RNA_16885","HiSeq2500",9,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16885,35085369,34238539,0.004343672,"rnaSeq",,,,
"BM_36_327","BM_36_327","HiSeq2500",6.9,"NA","NA","S110B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,327,35091525,34518575,0.002676559,"rnaSeq",,,,
"BM_22_189","BM_22_189","HiSeq2500",5.9,"NA","NA","S114B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,189,35133196,33982524,0.0025716159,"rnaSeq",,,,
"hB_RNA_10412","hB_RNA_10412","HiSeq2500",2.8,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10412,35134093,33731370,0.018393384,"rnaSeq",,,,
"hB_RNA_9230","hB_RNA_9230","HiSeq2500",6.9,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9230,35143312,34444189,0.01995521,"rnaSeq",,,,
"hB_RNA_16365","hB_RNA_16365","HiSeq2500",10,"NA","NA","E008C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16365,35174771,34464433,0.002427227,"rnaSeq",,,,
"hB_RNA_10232_resequenced","hB_RNA_10232_resequenced","HiSeq2500",6.2,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10232,35176494,31929691,0.017187169,"rnaSeq",,,,
"hB_RNA_7715","hB_RNA_7715","HiSeq2500",7.7,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,7715,35182114,33161850,0.011646576,"rnaSeq",,,,
"BM_36_395","BM_36_395","HiSeq2500",7.9,"NA","NA","S111B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,395,35182321,34468862,0.0022154776,"rnaSeq",,,,
"hB_RNA_16535","hB_RNA_16535","HiSeq2500",10,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16535,35202721,34378432,0.0020217036,"rnaSeq",,,,
"hB_RNA_16745","hB_RNA_16745","HiSeq2500",10,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16745,35212068,34080541,0.03651063,"rnaSeq",,,,
"hB_RNA_8375","hB_RNA_8375","HiSeq2500",5.9,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8375,35236200,33866233,0.032402422,"rnaSeq",,,,
"BM_10_645","BM_10_645","HiSeq2500",5.3,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,645,35249343,34515197,0.0013804064,"rnaSeq",,,,
"hB_RNA_9156","hB_RNA_9156","HiSeq2500",6,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9156,35250059,34246316,0.0057333466,"rnaSeq",,,,
"BM_10_629","BM_10_629","HiSeq2500",6.8,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,629,35289154,34395459,0.002183166,"rnaSeq",,,,
"hB_RNA_9025","hB_RNA_9025","HiSeq2500",7.7,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9025,35304730,34567692,0.016829645,"rnaSeq",,,,
"hB_RNA_12720","hB_RNA_12720","HiSeq2500",8.3,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12720,35304972,33927000,0.008242639,"rnaSeq",,,,
"hB_RNA_16865","hB_RNA_16865","HiSeq2500",9.4,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16865,35314518,34600323,0.0033333793,"rnaSeq",,,,
"BM_36_350","BM_36_350","HiSeq2500",6.8,"NA","NA","S110B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,350,35328148,34579548,0.0056381016,"rnaSeq",,,,
"hB_RNA_12704","hB_RNA_12704","HiSeq2500",3.2,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12704,35422690,34054707,0.0076829907,"rnaSeq",,,,
"hB_RNA_8535","hB_RNA_8535","HiSeq2500",5.2,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8535,35469844,34589128,0.023263147,"rnaSeq",,,,
"BM_10_680","BM_10_680","HiSeq2500",7,"NA","NA","S107B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,680,35479123,34549768,0.0023742272,"rnaSeq",,,,
"hB_RNA_9105","hB_RNA_9105","HiSeq2500",4.9,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9105,35481244,34664248,0.0057936925,"rnaSeq",,,,
"hB_RNA_16785","hB_RNA_16785","HiSeq2500",9.9,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16785,35485738,34794673,0.0052427566,"rnaSeq",,,,
"hB_RNA_12454","hB_RNA_12454","HiSeq2500",5.2,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12454,35519486,32619607,0.008012941,"rnaSeq",,,,
"BM_22_2","BM_22_2","HiSeq2500",6.7,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,2,35524182,34792870,0.0010925514,"rnaSeq",,,,
"hB_RNA_12222","hB_RNA_12222","HiSeq2500",4,"NA","NA","K79C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12222,35524251,34427534,0.029688213,"rnaSeq",,,,
"hB_RNA_9164","hB_RNA_9164","HiSeq2500",6.1,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9164,35542944,34120460,0.029909298,"rnaSeq",,,,
"hB_RNA_16145","hB_RNA_16145","HiSeq2500",9.1,"NA","NA","E008C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16145,35552596,34886602,0.002140822,"rnaSeq",,,,
"hB_RNA_16825","hB_RNA_16825","HiSeq2500",9.6,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16825,35602338,34764140,0.007852057,"rnaSeq",,,,
"hB_RNA_12901","hB_RNA_12901","HiSeq2500",9.6,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12901,35626588,34842847,0.0036424117,"rnaSeq",,,,
"BM_36_307","BM_36_307","HiSeq2500",6.7,"NA","NA","S110B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,307,35633877,35045136,0.0035303615,"rnaSeq",,,,
"BM_36_366","BM_36_366","HiSeq2500",7.4,"NA","NA","S110B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,366,35641823,34634234,0.0057530366,"rnaSeq",,,,
"BM_10_634","BM_10_634","HiSeq2500",4.9,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,634,35658369,34769969,0.0011732826,"rnaSeq",,,,
"BM_22_112","BM_22_112","HiSeq2500",7.6,"NA","NA","S113B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,112,35663519,34660806,0.0016131477,"rnaSeq",,,,
"hB_RNA_8365","hB_RNA_8365","HiSeq2500",3.9,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8365,35720102,34336138,0.0132661695,"rnaSeq",,,,
"hB_RNA_4827","hB_RNA_4827","HiSeq2500",5.9,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4827,35802807,34292425,0.004737052,"rnaSeq",,,,
"hB_RNA_16605","hB_RNA_16605","HiSeq2500",10,"NA","NA","E008C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16605,35864081,35212546,0.002240423,"rnaSeq",,,,
"BM_10_566","BM_10_566","HiSeq2500",7.2,"NA","NA","S111B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,566,35893077,34649540,0.0023829464,"rnaSeq",,,,
"BM_36_352","BM_36_352","HiSeq2500",7.4,"NA","NA","S110B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,352,35906143,35346300,0.0025989707,"rnaSeq",,,,
"BM_22_36","BM_22_36","HiSeq2500",5,"NA","NA","S113B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,36,35919214,34902361,0.0018530552,"rnaSeq",,,,
"BM_10_596","BM_10_596","HiSeq2500",6.7,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,596,35922110,34932176,0.002386911,"rnaSeq",,,,
"hB_RNA_9141","hB_RNA_9141","HiSeq2500",4.4,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9141,35923023,34168703,0.04665904,"rnaSeq",,,,
"BM_10_589","BM_10_589","HiSeq2500",5.5,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,589,35926479,35040659,0.00086665037,"rnaSeq",,,,
"hB_RNA_16835","hB_RNA_16835","HiSeq2500",8.3,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16835,35982805,35228555,0.003226076,"rnaSeq",,,,
"BM_10_797","BM_10_797","HiSeq2500",7.5,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,797,35991393,35182060,0.003163402,"rnaSeq",,,,
"BM_36_297","BM_36_297","HiSeq2500",6,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,297,36026285,35442795,0.0043462147,"rnaSeq",,,,
"hB_RNA_9176","hB_RNA_9176","HiSeq2500",4.8,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9176,36041156,34535494,0.041667245,"rnaSeq",,,,
"BM_22_22","BM_22_22","HiSeq2500",7.1,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,22,36138925,35308543,0.009103179,"rnaSeq",,,,
"hB_RNA_12474","hB_RNA_12474","HiSeq2500",6,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12474,36158822,34229838,0.004597071,"rnaSeq",,,,
"hB_RNA_9179","hB_RNA_9179","HiSeq2500",7.3,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9179,36168329,33698948,0.12477986,"rnaSeq",,,,
"BM_36_348","BM_36_348","HiSeq2500",5.9,"NA","NA","S110B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,348,36172596,35351446,0.005809946,"rnaSeq",,,,
"BM_10_689","BM_10_689","HiSeq2500",6.1,"NA","NA","S107B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,689,36221801,34872033,0.004157056,"rnaSeq",,,,
"hB_RNA_8685","hB_RNA_8685","HiSeq2500",4.6,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8685,36241133,34763572,0.039522577,"rnaSeq",,,,
"BM_36_495","BM_36_495","HiSeq2500",4.7,"NA","NA","S151B648","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,495,36257170,35518585,0.0024610215,"rnaSeq",,,,
"hB_RNA_16235","hB_RNA_16235","HiSeq2500",8.9,"NA","NA","E008C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16235,36259688,35560504,0.0033250372,"rnaSeq",,,,
"BM_36_290","BM_36_290","HiSeq2500",8.9,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,290,36276544,35777835,0.0019766428,"rnaSeq",,,,
"BM_36_361","BM_36_361","HiSeq2500",6.8,"NA","NA","S110B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,361,36291676,35369587,0.0042058732,"rnaSeq",,,,
"hB_RNA_9169","hB_RNA_9169","HiSeq2500",6,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9169,36293471,34710145,0.049138978,"rnaSeq",,,,
"hB_RNA_16555","hB_RNA_16555","HiSeq2500",9.9,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16555,36293612,35297114,0.0019420852,"rnaSeq",,,,
"BM_36_384","BM_36_384","HiSeq2500",5.9,"NA","NA","S111B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,384,36298190,34948905,0.0070957304,"rnaSeq",,,,
"BM_22_172","BM_22_172","HiSeq2500",6,"NA","NA","S114B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,172,36353920,34369746,0.003944778,"rnaSeq",,,,
"hB_RNA_16115","hB_RNA_16115","HiSeq2500",9.2,"NA","NA","E008C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16115,36369996,35766146,0.0026375502,"rnaSeq",,,,
"BM_22_74","BM_22_74","HiSeq2500",6.7,"NA","NA","S113B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,74,36395595,35481770,0.0023825194,"rnaSeq",,,,
"hB_RNA_8705","hB_RNA_8705","HiSeq2500",3.9,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8705,36497635,34768547,0.025648756,"rnaSeq",,,,
"BM_36_308","BM_36_308","HiSeq2500",6.3,"NA","NA","S110B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,308,36506192,35742716,0.0036838835,"rnaSeq",,,,
"BM_22_157","BM_22_157","HiSeq2500",5.4,"NA","NA","S114B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,157,36558034,35242951,0.0034380492,"rnaSeq",,,,
"hB_RNA_8945","hB_RNA_8945","HiSeq2500",6,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8945,36571742,35754455,0.016472716,"rnaSeq",,,,
"hB_RNA_12402","hB_RNA_12402","HiSeq2500",3.2,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12402,36602537,35278948,0.010019261,"rnaSeq",,,,
"hB_RNA_10462","hB_RNA_10462","HiSeq2500",7.1,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10462,36612839,35890016,0.0055225943,"rnaSeq",,,,
"BM_10_776","BM_10_776","HiSeq2500",9.1,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,776,36616312,36070327,0.0018576487,"rnaSeq",,,,
"BM_10_562","BM_10_562","HiSeq2500",6.2,"NA","NA","S111B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,562,36649111,35623536,0.0026485298,"rnaSeq",,,,
"hB_RNA_8635","hB_RNA_8635","HiSeq2500",5.3,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8635,36683381,35684229,0.008724751,"rnaSeq",,,,
"BM_10_602","BM_10_602","HiSeq2500",8,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,602,36723306,35435047,0.0022414813,"rnaSeq",,,,
"BM_22_91","BM_22_91","HiSeq2500",7.4,"NA","NA","S113B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,91,36739413,35779085,0.0021185563,"rnaSeq",,,,
"hB_RNA_9152","hB_RNA_9152","HiSeq2500",5,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9152,36755501,35330074,0.029304525,"rnaSeq",,,,
"BM_10_661","BM_10_661","HiSeq2500",7.8,"NA","NA","S107B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,661,36770832,35920758,0.0032709776,"rnaSeq",,,,
"hB_RNA_4831","hB_RNA_4831","HiSeq2500",7,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4831,36778074,35639085,0.0035487164,"rnaSeq",,,,
"hB_RNA_9225","hB_RNA_9225","HiSeq2500",4.7,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9225,36779063,35686246,0.026528258,"rnaSeq",,,,
"BM_10_717","BM_10_717","HiSeq2500",6.4,"NA","NA","S108B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,717,36791891,35905602,0.0038370616,"rnaSeq",,,,
"hB_RNA_9137","hB_RNA_9137","HiSeq2500",3.9,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9137,36793227,35519236,0.00716958,"rnaSeq",,,,
"BM_10_740","BM_10_740","HiSeq2500",8.6,"NA","NA","S108B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,740,36795150,35931176,0.006237647,"rnaSeq",,,,
"hB_RNA_12504","hB_RNA_12504","HiSeq2500",6.2,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12504,36801465,35460695,0.0035835733,"rnaSeq",,,,
"hB_RNA_7815","hB_RNA_7815","HiSeq2500",6.8,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,7815,36818196,34279787,0.005900503,"rnaSeq",,,,
"BM_22_25","BM_22_25","HiSeq2500",5.4,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,25,36819671,36033420,0.0012413476,"rnaSeq",,,,
