assay,specimenID,platform,platformLocation,RIN,rnaBatch,libraryBatch,sequencingBatch,libraryPrep,libraryPreparationMethod,libraryType,sampleBarcode,readLength,isStranded,readStrandOrigin,runType,totalReads,validBarcodeReads,numberCells,medianGenes,medianUMIs,dataContributionBatch
scrnaSeq,200728-B39-B_R6604064,Illumina NovaSeq 6000,NYGC,NA,200728-B39-B,200728-B39-B,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-A_R2667630,HiSeqX,Broad,NA,200729-B40-A,200729-B40-A,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-A_R2667630,Illumina NovaSeq 6000,NYGC,NA,200729-B40-A,200729-B40-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-A_R2880377,HiSeqX,Broad,NA,200729-B40-A,200729-B40-A,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-A_R2880377,Illumina NovaSeq 6000,NYGC,NA,200729-B40-A,200729-B40-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-A_R3874626,HiSeqX,Broad,NA,200729-B40-A,200729-B40-A,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-A_R3874626,Illumina NovaSeq 6000,NYGC,NA,200729-B40-A,200729-B40-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-A_R6698302,HiSeqX,Broad,NA,200729-B40-A,200729-B40-A,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-A_R6698302,Illumina NovaSeq 6000,NYGC,NA,200729-B40-A,200729-B40-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-A_R6887989,HiSeqX,Broad,NA,200729-B40-A,200729-B40-A,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-A_R6887989,Illumina NovaSeq 6000,NYGC,NA,200729-B40-A,200729-B40-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-A_R9253870,HiSeqX,Broad,NA,200729-B40-A,200729-B40-A,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-A_R9253870,Illumina NovaSeq 6000,NYGC,NA,200729-B40-A,200729-B40-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-A_R9680160,HiSeqX,Broad,NA,200729-B40-A,200729-B40-A,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-A_R9680160,Illumina NovaSeq 6000,NYGC,NA,200729-B40-A,200729-B40-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-A_R9817056,HiSeqX,Broad,NA,200729-B40-A,200729-B40-A,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-A_R9817056,Illumina NovaSeq 6000,NYGC,NA,200729-B40-A,200729-B40-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-B_R2667630,HiSeqX,Broad,NA,200729-B40-B,200729-B40-B,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-B_R2667630,Illumina NovaSeq 6000,NYGC,NA,200729-B40-B,200729-B40-B,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-B_R2880377,HiSeqX,Broad,NA,200729-B40-B,200729-B40-B,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-B_R2880377,Illumina NovaSeq 6000,NYGC,NA,200729-B40-B,200729-B40-B,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-B_R3874626,HiSeqX,Broad,NA,200729-B40-B,200729-B40-B,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-B_R3874626,Illumina NovaSeq 6000,NYGC,NA,200729-B40-B,200729-B40-B,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-B_R6698302,HiSeqX,Broad,NA,200729-B40-B,200729-B40-B,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-B_R6698302,Illumina NovaSeq 6000,NYGC,NA,200729-B40-B,200729-B40-B,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-B_R6887989,HiSeqX,Broad,NA,200729-B40-B,200729-B40-B,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-B_R6887989,Illumina NovaSeq 6000,NYGC,NA,200729-B40-B,200729-B40-B,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-B_R9253870,HiSeqX,Broad,NA,200729-B40-B,200729-B40-B,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-B_R9253870,Illumina NovaSeq 6000,NYGC,NA,200729-B40-B,200729-B40-B,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-B_R9680160,HiSeqX,Broad,NA,200729-B40-B,200729-B40-B,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-B_R9680160,Illumina NovaSeq 6000,NYGC,NA,200729-B40-B,200729-B40-B,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-B_R9817056,HiSeqX,Broad,NA,200729-B40-B,200729-B40-B,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200729-B40-B_R9817056,Illumina NovaSeq 6000,NYGC,NA,200729-B40-B,200729-B40-B,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-A_R1664857,HiSeqX,Broad,NA,200730-B41-A,200730-B41-A,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-A_R1664857,Illumina NovaSeq 6000,NYGC,NA,200730-B41-A,200730-B41-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-A_R2398607,HiSeqX,Broad,NA,200730-B41-A,200730-B41-A,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-A_R2398607,Illumina NovaSeq 6000,NYGC,NA,200730-B41-A,200730-B41-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-A_R3077672,HiSeqX,Broad,NA,200730-B41-A,200730-B41-A,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-A_R3077672,Illumina NovaSeq 6000,NYGC,NA,200730-B41-A,200730-B41-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-A_R5935442,HiSeqX,Broad,NA,200730-B41-A,200730-B41-A,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-A_R5935442,Illumina NovaSeq 6000,NYGC,NA,200730-B41-A,200730-B41-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-A_R6476704,HiSeqX,Broad,NA,200730-B41-A,200730-B41-A,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-A_R6476704,Illumina NovaSeq 6000,NYGC,NA,200730-B41-A,200730-B41-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-A_R6802400,HiSeqX,Broad,NA,200730-B41-A,200730-B41-A,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-A_R6802400,Illumina NovaSeq 6000,NYGC,NA,200730-B41-A,200730-B41-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-A_R8615683,HiSeqX,Broad,NA,200730-B41-A,200730-B41-A,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-A_R8615683,Illumina NovaSeq 6000,NYGC,NA,200730-B41-A,200730-B41-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-A_R9309271,HiSeqX,Broad,NA,200730-B41-A,200730-B41-A,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-A_R9309271,Illumina NovaSeq 6000,NYGC,NA,200730-B41-A,200730-B41-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-B_R1664857,HiSeqX,Broad,NA,200730-B41-B,200730-B41-B,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-B_R1664857,Illumina NovaSeq 6000,NYGC,NA,200730-B41-B,200730-B41-B,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-B_R2398607,HiSeqX,Broad,NA,200730-B41-B,200730-B41-B,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-B_R2398607,Illumina NovaSeq 6000,NYGC,NA,200730-B41-B,200730-B41-B,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-B_R3077672,HiSeqX,Broad,NA,200730-B41-B,200730-B41-B,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-B_R3077672,Illumina NovaSeq 6000,NYGC,NA,200730-B41-B,200730-B41-B,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-B_R5935442,HiSeqX,Broad,NA,200730-B41-B,200730-B41-B,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-B_R5935442,Illumina NovaSeq 6000,NYGC,NA,200730-B41-B,200730-B41-B,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-B_R6476704,HiSeqX,Broad,NA,200730-B41-B,200730-B41-B,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-B_R6476704,Illumina NovaSeq 6000,NYGC,NA,200730-B41-B,200730-B41-B,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-B_R6802400,HiSeqX,Broad,NA,200730-B41-B,200730-B41-B,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-B_R6802400,Illumina NovaSeq 6000,NYGC,NA,200730-B41-B,200730-B41-B,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-B_R8615683,HiSeqX,Broad,NA,200730-B41-B,200730-B41-B,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-B_R8615683,Illumina NovaSeq 6000,NYGC,NA,200730-B41-B,200730-B41-B,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-B_R9309271,HiSeqX,Broad,NA,200730-B41-B,200730-B41-B,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200730-B41-B_R9309271,Illumina NovaSeq 6000,NYGC,NA,200730-B41-B,200730-B41-B,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-A_R2167020,HiSeqX,Broad,NA,200804-B42-A,200804-B42-A,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-A_R2167020,Illumina NovaSeq 6000,NYGC,NA,200804-B42-A,200804-B42-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-A_R3884524,HiSeqX,Broad,NA,200804-B42-A,200804-B42-A,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-A_R3884524,Illumina NovaSeq 6000,NYGC,NA,200804-B42-A,200804-B42-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-A_R4581557,HiSeqX,Broad,NA,200804-B42-A,200804-B42-A,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-A_R4581557,Illumina NovaSeq 6000,NYGC,NA,200804-B42-A,200804-B42-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-A_R5184427,HiSeqX,Broad,NA,200804-B42-A,200804-B42-A,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-A_R5184427,Illumina NovaSeq 6000,NYGC,NA,200804-B42-A,200804-B42-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-A_R6879714,HiSeqX,Broad,NA,200804-B42-A,200804-B42-A,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-A_R6879714,Illumina NovaSeq 6000,NYGC,NA,200804-B42-A,200804-B42-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-A_R7438391,HiSeqX,Broad,NA,200804-B42-A,200804-B42-A,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-A_R7438391,Illumina NovaSeq 6000,NYGC,NA,200804-B42-A,200804-B42-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-A_R7915228,HiSeqX,Broad,NA,200804-B42-A,200804-B42-A,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-A_R7915228,Illumina NovaSeq 6000,NYGC,NA,200804-B42-A,200804-B42-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-A_R8209563,HiSeqX,Broad,NA,200804-B42-A,200804-B42-A,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-A_R8209563,Illumina NovaSeq 6000,NYGC,NA,200804-B42-A,200804-B42-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-B_R2167020,HiSeqX,Broad,NA,200804-B42-B,200804-B42-B,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-B_R2167020,Illumina NovaSeq 6000,NYGC,NA,200804-B42-B,200804-B42-B,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-B_R3884524,HiSeqX,Broad,NA,200804-B42-B,200804-B42-B,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-B_R3884524,Illumina NovaSeq 6000,NYGC,NA,200804-B42-B,200804-B42-B,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-B_R4581557,HiSeqX,Broad,NA,200804-B42-B,200804-B42-B,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-B_R4581557,Illumina NovaSeq 6000,NYGC,NA,200804-B42-B,200804-B42-B,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-B_R5184427,HiSeqX,Broad,NA,200804-B42-B,200804-B42-B,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-B_R5184427,Illumina NovaSeq 6000,NYGC,NA,200804-B42-B,200804-B42-B,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-B_R6879714,HiSeqX,Broad,NA,200804-B42-B,200804-B42-B,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-B_R6879714,Illumina NovaSeq 6000,NYGC,NA,200804-B42-B,200804-B42-B,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-B_R7438391,HiSeqX,Broad,NA,200804-B42-B,200804-B42-B,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-B_R7438391,Illumina NovaSeq 6000,NYGC,NA,200804-B42-B,200804-B42-B,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-B_R7915228,HiSeqX,Broad,NA,200804-B42-B,200804-B42-B,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-B_R7915228,Illumina NovaSeq 6000,NYGC,NA,200804-B42-B,200804-B42-B,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-B_R8209563,HiSeqX,Broad,NA,200804-B42-B,200804-B42-B,H7C3LCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200804-B42-B_R8209563,Illumina NovaSeq 6000,NYGC,NA,200804-B42-B,200804-B42-B,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200805-B43-A_R1489314,HiSeqX,Broad,NA,200805-B43-A,200805-B43-A,H7C3GCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200805-B43-A_R1489314,Illumina NovaSeq 6000,NYGC,NA,200805-B43-A,200805-B43-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200805-B43-A_R3740754,HiSeqX,Broad,NA,200805-B43-A,200805-B43-A,H7C3GCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200805-B43-A_R3740754,Illumina NovaSeq 6000,NYGC,NA,200805-B43-A,200805-B43-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200805-B43-A_R5546461,HiSeqX,Broad,NA,200805-B43-A,200805-B43-A,H7C3GCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200805-B43-A_R5546461,Illumina NovaSeq 6000,NYGC,NA,200805-B43-A,200805-B43-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200805-B43-A_R6108690,HiSeqX,Broad,NA,200805-B43-A,200805-B43-A,H7C3GCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200805-B43-A_R6108690,Illumina NovaSeq 6000,NYGC,NA,200805-B43-A,200805-B43-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200805-B43-A_R6636386,HiSeqX,Broad,NA,200805-B43-A,200805-B43-A,H7C3GCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200805-B43-A_R6636386,Illumina NovaSeq 6000,NYGC,NA,200805-B43-A,200805-B43-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200805-B43-A_R7551006,HiSeqX,Broad,NA,200805-B43-A,200805-B43-A,H7C3GCCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200805-B43-A_R7551006,Illumina NovaSeq 6000,NYGC,NA,200805-B43-A,200805-B43-A,HT35FDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
